Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Bronson Koenig,UW,40,28.8,2.9,7,0.414,1.6,3.8,0.405,1.4,1.7,0.812,0.8,1.6,0.5,1.3,1.8,2.5,0.2,0.2,8.7
Trey Lyles,UK,36,23,3.2,6.7,0.487,0.1,0.8,0.138,2.1,2.8,0.735,1.1,1.6,1.8,3.4,5.2,1.1,0.5,0.4,8.7
Joel Awich,POLY,29,29.3,3.2,8.8,0.365,0.9,2.4,0.357,1.4,1.9,0.732,1.5,3,1.6,4.5,6.1,1.2,0.8,1.3,8.7
Luke Kornet,VU,35,21.6,3,6.1,0.495,1.4,3.6,0.4,1.2,1.6,0.764,1.2,1.9,0.9,2.5,3.4,1.1,0.2,1.1,8.7
Camyn Boone,MSU,31,22.9,3.3,5.7,0.571,0,0,0,2.2,3.2,0.677,1.4,3.3,2,3.4,5.4,0.7,0.4,0.8,8.7
Jordan Allen,SHU,31,21.5,3.5,5.6,0.623,0,0,0,1.6,3.4,0.49,1.5,3.2,2,2.3,4.2,0.9,0.7,0.4,8.7
Jeremy Major,PU,32,29,2.9,7.7,0.38,1.1,3.2,0.327,1.8,2.8,0.633,2.1,2.8,0.6,2.8,3.4,3.6,1.6,0.2,8.7
Denzel Johnson,SCU,32,31.8,3.2,8.2,0.388,1.1,2.8,0.374,1.2,1.6,0.765,1.2,1.9,0.6,2.2,2.8,1.8,1.2,0.1,8.7
Maurice Strong,ASU,29,27.3,3.5,8.1,0.436,0,0,0,1.6,3.1,0.516,1.6,2.2,2.2,5.5,7.7,1.1,0.6,0.8,8.7
Michale Kyser,LTU,36,28.4,3.5,5.8,0.605,0,0,0,1.6,2.6,0.606,0.8,2.7,2.2,4.4,6.6,0.4,0.6,2.8,8.6
Steve Zack,LU,33,31.2,3.5,7.8,0.446,0,0.2,0.167,1.6,2.4,0.684,1.8,2.8,2.7,6.5,9.2,1.8,0.7,1.8,8.6
Yolonzo Moore II,UHA,30,33,2.9,7.3,0.4,1.1,3.9,0.293,1.6,2.3,0.71,1.8,2,0.5,3.3,3.8,2.7,1.1,0,8.6
Ako Kaluna,NAU,38,20,3.3,6.9,0.477,0.9,2.1,0.444,1.1,1.5,0.724,1.1,2.5,1.3,2.1,3.4,0.8,0.5,0.3,8.6
Cheddi Mosely,BU,29,23.9,3.1,7.2,0.431,1.8,4.6,0.398,0.6,0.9,0.654,1.1,1.3,0.2,1.3,1.5,1,0.8,0.1,8.6
Donivine Stewart,SIUE,28,32.1,2.9,7.8,0.376,1,3.2,0.315,1.8,3.1,0.57,1.7,1.2,1,3.4,4.3,4.1,1.4,0,8.6
DeAndre Mathieu,U of M,33,28.4,3.3,7.3,0.458,0.4,1.3,0.31,1.5,2.2,0.718,1.6,2.3,0.7,2,2.7,4.3,1.9,0,8.6
Laimonas Chatkevicius,USC,33,22.8,3.6,7.2,0.498,0.2,0.8,0.296,1.2,1.7,0.727,1.4,2.2,1.6,3.6,5.2,0.6,0.3,1.3,8.6
Reed Tellinghuisen,SDSU,35,23.5,2.9,6.4,0.453,1.7,3.9,0.42,1.1,1.6,0.684,1.2,2.3,0.7,2.6,3.3,1,0.6,0.5,8.6
Romello Walker,BU,32,30.8,3.1,8.8,0.356,0.7,2.6,0.262,1.7,2.9,0.564,2,2,1.2,3.4,4.6,1,0.9,0.2,8.6
Kenrich Williams,TCU,33,27.8,3.1,6.5,0.477,0.3,0.9,0.355,2.1,3.4,0.607,1.1,2.4,2.8,3.9,6.7,1.4,0.9,1,8.6
Tonye Jekiri,UM,37,30.3,3.3,6.6,0.5,0,0,1,1.9,2.6,0.729,1.4,3.1,3.2,6.7,9.9,1.1,0.6,1.4,8.6
Curtis Phillips,CAM,32,23.4,2.6,6.9,0.378,1.4,3.7,0.37,1.9,2.7,0.713,1.5,2.3,1.2,3,4.2,1,0.9,0.4,8.6
Ty Charles,SFA,34,22,2.8,5.9,0.482,0.9,2.3,0.403,2,2.5,0.8,1.2,2.4,1.8,3.3,5,1.7,0.9,0.1,8.6
Jalen Hayes,OU,33,23.8,3,6,0.497,0.1,0.4,0.333,2.4,3.5,0.702,1.3,2.6,1.7,3.5,5.1,1.2,1,0.3,8.5
Anton Wilson,UDM,33,24.2,2.9,6.2,0.466,1.7,4.1,0.418,1.1,1.3,0.857,1.3,2.1,0.7,2.5,3.3,1.7,0.8,0.2,8.5
"Clide Geffrard, Jr.",SFA,33,15.9,3,5.9,0.51,0.6,1.9,0.323,1.9,2.8,0.688,1.6,1.9,1.2,1.8,2.9,0.9,0.6,0.5,8.5
Shannon Scott,OSU,35,30.5,3.3,8,0.412,0.7,2.3,0.284,1.3,1.8,0.742,2.4,1.6,1,2.6,3.6,5.9,1.7,0.1,8.5
Maurice Aniefiok,UNT,28,30,3,7.3,0.41,1.7,4.3,0.388,0.9,1.4,0.632,1.7,2.3,0.3,3.1,3.5,1.4,0.9,0,8.5
Jourdan Grant,UMBC,30,34.9,3,7.9,0.374,0.4,1.9,0.224,2.2,3.9,0.56,3.3,2.4,0.6,4,4.6,4,1.6,0.2,8.5
Onochie Ochie,SELU,32,23,3.2,5.4,0.584,0.1,0.2,0.4,2.2,3.4,0.633,1.8,3.9,1.5,3.8,5.3,0.4,0.5,1,8.5
Chrishawn Hopkins,WRST,29,28.1,2.8,6.8,0.414,0.7,1.9,0.345,2.2,3,0.727,2.1,1.4,0.4,2.6,3,2.8,0.6,0.1,8.5
J.R. Hobbie,BU,31,26.6,2.5,6.4,0.392,2.4,5.8,0.408,1.1,1.3,0.897,0.9,2,0.1,1.3,1.4,0.5,0.4,0,8.5
Devon Turk,L-IL,37,23.9,2.9,6.6,0.431,2.1,5,0.424,0.7,0.8,0.833,0.9,2.1,0.3,2.4,2.7,0.8,0.8,0.1,8.5
Bryn Forbes,MSU,39,26.2,2.8,6.3,0.447,1.8,4.2,0.427,1.1,1.3,0.808,0.8,1.6,0.2,1.2,1.4,1,0.6,0.1,8.5
Chris Jones,PITT,34,27.4,3.2,7.4,0.431,1.2,3.4,0.357,0.9,1.6,0.545,1,2.4,1.1,2,3.1,2,0.4,0.3,8.5
Farad Cobb,UC,34,24.1,2.9,7.6,0.382,1.6,4.7,0.333,1.1,1.4,0.792,1.1,1.1,0.5,2,2.5,1.4,1,0.1,8.5
Darien Nelson-Henry,PENN,28,24,3.3,6.4,0.517,0,0,0,1.9,3,0.619,2.1,2.6,1.9,3.2,5.1,0.9,0.4,0.8,8.5
Nura Zanna,LIU,30,23.3,3,6.4,0.474,0,0.1,0,2.4,4.5,0.541,2.2,3.7,2.2,4,6.3,0.4,0.5,0.5,8.5
JeQuan Lewis,VCU,35,21.8,2.6,7,0.371,1.1,3,0.358,2.2,2.7,0.802,2.2,2.5,0.3,1.3,1.7,2.7,1.4,0,8.5
Kendal Williams,DESU,33,24.7,2.9,7.8,0.375,1.2,3.3,0.355,1.5,1.9,0.778,1.5,1.9,0.7,1.8,2.6,2.8,0.4,0,8.5
Garrett Jackson,SMC,31,21.9,3.2,6.1,0.521,0.7,1.5,0.467,1.5,2.1,0.719,1.1,2.1,1.9,2.5,4.4,1.3,0.5,0.4,8.5
Austin Ruder,MSU,31,31.2,2.7,8.3,0.331,1.8,5.5,0.327,1.2,1.4,0.86,1,1.4,0.1,2,2.1,1.3,0.7,0,8.5
Cameron Jones,RU,34,17.9,3.2,6.5,0.491,1.3,3,0.437,0.7,1.1,0.641,1,1.7,1,1.8,2.8,0.6,0.4,0.3,8.5
Michael Holyfield,SHSU,35,17.9,3.1,5.2,0.602,0,0,0,2.2,3.6,0.619,1.5,3.2,3.2,4.9,8.1,0.3,0.4,2.5,8.5
Jacob Enevold-Jensen,DU,31,27.5,3.1,5.5,0.568,0,0,0,2.3,3.3,0.686,2.5,2,1.8,4,5.8,0.4,0.4,0.9,8.5
Ridge Shipley,POLY,27,26,2.7,7.4,0.358,1.7,5,0.336,1.4,1.9,0.75,1.3,1.4,0.3,1.6,1.9,2.2,0.6,0,8.4
Dwayne Benjamin,UO,34,23.2,3.3,7.3,0.448,1.1,3,0.353,0.9,1.7,0.492,0.8,2.1,1.7,4.1,5.8,1,0.9,0.4,8.4
Patrick Heckmann,BC,32,29.3,2.9,6.2,0.47,0.8,2.7,0.287,1.8,2.3,0.787,1.9,2.8,1.2,3.2,4.4,2.7,1.2,0.4,8.4
Julian Jacobs,USC,32,27.1,3.3,6.6,0.502,0.3,1,0.281,1.5,2.3,0.671,2.6,2.2,1.1,3.2,4.3,3.5,1.1,0.4,8.4
Keyshawn Woods,CHAR,32,25.4,3.2,6.6,0.488,1.3,2.8,0.466,0.7,1.1,0.676,1.2,1.8,0.4,1.9,2.3,1.2,0.5,0.1,8.4
Remy Abell,XAV,37,27.6,2.9,6,0.489,1.1,2.6,0.411,1.5,2.2,0.713,0.9,1.2,0.3,1.7,2,1.2,0.6,0.1,8.4
Paul Baxter,SHSU,35,27.2,2.8,7.1,0.397,0.9,2.7,0.351,1.9,2.8,0.68,2,2.9,0.4,2.2,2.7,2.6,0.9,0.1,8.4
Reece Chamberlain,BEL,33,31.2,2.7,6.3,0.435,0.7,2,0.338,2.3,3.6,0.639,2.5,2.1,1.7,3.7,5.4,6,1.7,0.2,8.4
Dexter Werner,NDSU,33,19.9,3.2,6.3,0.512,0,0,0,1.9,2.9,0.674,1.2,2.3,2.1,3.3,5.4,0.7,0.6,1,8.4
Devin Watson,USF,31,23.6,2.6,6.9,0.383,0.5,2.1,0.25,2.6,3.6,0.73,1.9,1.9,0.4,1.3,1.7,2.5,1,0,8.4
Chris Bilbo,TU,29,34.7,2.9,7.6,0.376,0.7,2.8,0.263,2,3.1,0.64,2.1,2.1,0.5,3.1,3.6,2.9,1,0.2,8.4
Phillip Lawrence,MAR,32,26.4,3,6.5,0.459,1,3,0.34,1.4,2.2,0.657,1.2,2.5,1,2.8,3.8,0.9,0.6,0.4,8.4
Marcel Davis,UVU,30,30.5,2.9,7,0.412,0.5,1.5,0.348,2.1,3.2,0.639,2.5,2.2,0.5,3.1,3.6,4.1,0.9,0.1,8.4
Bobby Brown,ASU,28,22.8,2.9,7.7,0.377,1.3,3.4,0.379,1.3,1.8,0.74,1.4,1.3,1.4,3.8,5.2,1.1,0.3,0.8,8.4
Matt Howard,PENN,28,26.3,3,6.4,0.469,0.6,1.9,0.321,1.8,2.6,0.694,1.3,1.9,0.8,2.4,3.2,0.9,1,0.2,8.4
Bishop Daniels,RU,28,24.8,2.9,7.6,0.387,0.5,1.9,0.283,2,2.8,0.718,2.5,2.1,0.4,1.8,2.1,1.7,0.6,0.5,8.4
Rashad Smith,TU,34,28.3,3.4,7.4,0.455,0.3,1.1,0.256,1.3,2.5,0.523,1.2,2,1.7,4.3,6,0.7,0.5,0.5,8.4
Marc Brown,UIC,34,25,2.4,7.3,0.324,0.8,2.4,0.337,2.9,3.5,0.815,1.2,1.7,1,2.4,3.3,1.1,0.6,0.1,8.4
John Walton III,TU,29,27.9,3,7,0.426,0,0,0,2.4,4,0.6,2,3.1,2.1,3.6,5.7,0.7,0.6,0.2,8.4
Rayshaun McGrew,SB,35,26.6,3.3,7.5,0.448,0,0.1,0,1.7,2.5,0.663,1.6,2.2,2.8,5.1,7.9,1,0.6,0.1,8.4
T.J. Taylor,UNT,27,28.9,2.9,6.8,0.426,1.1,3.1,0.341,1.5,2,0.745,2.2,1.2,0.7,2.6,3.3,2.3,1,0.2,8.4
Malachi Alexander,HC,30,25.3,2.6,6.1,0.434,0.7,1.6,0.447,2.4,3.3,0.735,1.5,3,1.6,3.4,5,1,0.8,0.5,8.4
Marcus Byrd,UD,30,28.2,2.9,5.9,0.489,1.6,3.7,0.441,0.9,1.2,0.8,1.5,2.9,0.5,3.2,3.7,1.8,0.5,0.3,8.4
Volodymyr Herun,UP,33,24.3,3.2,6.5,0.498,0.1,0.4,0.231,1.8,2.8,0.67,1.7,2.6,2.7,3.3,6,0.8,0.7,1.2,8.4
Bobby Word,ORU,33,23.1,2.6,6.6,0.393,1.7,4.3,0.392,1.5,1.9,0.762,0.5,1.5,0.6,1.8,2.4,0.8,0.3,0.2,8.4
Antonio Woods,PENN,28,31.8,3,7.9,0.376,0.8,3,0.277,1.6,2.4,0.682,2.1,2,0.4,1.9,2.3,3.8,0.7,0.1,8.4
Mike Anderson,UW,31,32,2.7,6,0.452,1.2,2.9,0.418,1.7,2.5,0.688,2.1,2.5,1.9,4.3,6.2,2.5,0.9,0.5,8.4
Negus Webster-Chan,UH,32,26,2.9,7.6,0.377,2,4.9,0.41,0.6,1,0.613,1.7,1.4,1.2,3,4.2,1.5,0.9,0.2,8.3
Jack Montague,YALE,32,29.7,2.8,7.1,0.396,2.1,4.8,0.435,0.6,0.9,0.667,1.8,1.5,0.3,1.6,1.9,2,1,0,8.3
Tyler Strange,GWU,35,34.3,2.8,7.3,0.385,1.6,4.4,0.368,1.1,1.6,0.661,2.4,1.9,0.3,2.5,2.8,7.4,1.7,0.1,8.3
Jordan Threloff,NIU,30,24.7,2.6,4.9,0.527,0,0,0,3.2,4.6,0.696,1.5,2.1,2.9,4.5,7.3,0.4,0.4,0.7,8.3
Bryce Scott,LC,33,28.9,2.8,6.7,0.423,1.5,3.9,0.395,1.2,1.5,0.776,1.1,1.8,0.6,2.6,3.3,2.4,1,0,8.3
Justin Harris,QU,30,26.9,2.9,6.8,0.429,0,0.5,0.071,2.4,3.1,0.793,1.4,1.8,3,3.4,6.4,0.8,0.3,1.1,8.3
Tyler Lamb,LBSU,31,23.1,2.8,8,0.351,1.1,3.2,0.33,1.6,1.9,0.864,1.6,1.9,0.8,2.9,3.8,1.2,0.8,0.1,8.3
Kyre' Hamer,CAM,28,30,2.9,5.7,0.516,0.8,1.8,0.42,1.7,2.3,0.738,2.5,2.3,0.8,3.1,3.9,2.2,1.6,0.4,8.3
J.P. Tokoto,UNC,38,29.1,3.1,7.1,0.428,0.3,0.8,0.375,1.9,3.1,0.615,2.2,2.4,1.6,4,5.6,4.3,1.5,0.3,8.3
Eric Jacobsen,ASU,34,28.6,3,4.8,0.626,0,0,0,2.3,4,0.569,1.8,3.6,2.5,3.5,5.9,0.9,0.6,1.2,8.3
Juan Toscano-Anderson,MU,31,28.5,3.1,6.4,0.49,0.5,1.5,0.348,1.5,2.7,0.553,2.1,2.5,2.2,3.5,5.7,1.7,1.1,0.4,8.3
Marlin Mason,CSU,31,26.1,3.1,6.4,0.49,0.9,2.4,0.37,1.2,1.7,0.679,1.6,2.7,1.6,3.2,4.8,0.8,0.7,1,8.3
Kory Brown,NDSU,31,26,3.1,6.4,0.487,0.4,1.1,0.343,1.7,3,0.576,2.3,2.9,1.3,3.7,4.9,1.6,0.8,0.7,8.3
Zach Stahl,NU,35,27.7,3.4,6,0.569,0,0,0,1.5,2.3,0.658,2.3,2.5,1.9,4,5.9,2,0.6,0.3,8.3
Robert Turner,TTU,32,24.4,2.9,7.9,0.362,1,3.4,0.287,1.6,2.2,0.725,1.6,1.3,0.8,2.1,2.9,1.8,0.8,0.1,8.3
Lamonte Bearden,UB,33,29.5,2.5,6.5,0.384,0.4,1.4,0.261,2.9,3.9,0.736,2.2,2.8,0.8,2.1,2.8,4.4,1.4,0.3,8.3
Marc-Eddy Norelia,FGC,33,21.9,3.3,6.5,0.509,0,0,0,1.6,2.6,0.616,1.3,1.8,1.7,3.5,5.2,0.9,0.4,0.2,8.3
Nathan Moran,LIP,26,21.5,2.4,7,0.348,2,5.7,0.345,1.5,1.9,0.76,1.8,2.2,0.3,1.5,1.8,2.6,0.7,0,8.3
Justin Alston,BU,30,25,3.5,6.1,0.571,0,0,0,1.3,1.8,0.691,1.6,2.6,1.7,3.7,5.4,0.9,0.6,0.7,8.3
Jarmal Reid,OSU,30,22.3,2.8,6.4,0.44,0,0.2,0.2,2.6,3.6,0.738,1.4,3.3,0.9,1.8,2.7,1.2,0.9,0.4,8.3
Tyler Roberson,SU,28,28.7,3.3,7.5,0.443,0,0.1,0,1.6,2.5,0.643,1.1,2.1,2.8,4.4,7.2,1.6,0.9,0.6,8.2
Tevin Hammond,UAPB,32,31.1,2.5,7.6,0.329,1.1,3.8,0.295,2.1,3.1,0.694,3,3.1,0.6,1.8,2.5,2.9,2.4,0,8.2
Ghiavonni Robinson,UAPB,32,25.4,2.9,7.7,0.384,1.7,4.8,0.351,0.7,1.1,0.611,1.4,1.8,0.4,2,2.4,1,1,0.2,8.2
I.J. Ready,MSU,29,25.7,3,7.5,0.399,1,3.3,0.295,1.3,1.4,0.881,1.4,1.6,0.2,1.8,2,2.4,1.3,0,8.2
Davon Reed,UM,30,27.5,2.6,5.5,0.47,1.2,2.7,0.457,1.9,2.6,0.727,1.1,2.3,0.8,3.2,4,1.9,0.9,0.4,8.2
Junior Robinson,MSMU,30,24.5,2.7,7.4,0.362,1.1,3.2,0.333,1.8,2.4,0.753,2,2.1,0.3,1.1,1.4,3.3,0.9,0.1,8.2
Taylor Dyson,UHA,30,22.5,2.4,7.1,0.343,2,5.5,0.366,1.4,1.6,0.872,0.7,1.8,0.4,2.4,2.8,0.6,0.3,0,8.2
Richard Ross,ODU,35,25.2,3.8,6.3,0.595,0,0,0,0.7,1.4,0.48,1.5,2,2.1,3.5,5.6,1.2,0.7,1.5,8.2
Jalil Abdul-Bassit,UO,35,20,2.8,6.5,0.436,1.7,3.9,0.434,0.9,1.1,0.816,1,2.3,0.5,1.2,1.7,0.7,0.6,0.3,8.2
Reggie Smith,EIU,31,22.7,2.5,6.5,0.389,1,3,0.323,2.2,2.8,0.77,1.6,1.8,0.2,2.6,2.8,1.3,0.6,0.1,8.2
James McGee,SUU,27,17.3,2.6,5.3,0.49,2.3,4.4,0.508,0.8,1.1,0.7,0.6,1.8,0.3,1.2,1.5,1.3,0.4,0.1,8.2
Greg Brown,SFU,32,27.6,2.9,5.8,0.505,0.7,1.8,0.386,1.7,2.3,0.753,1.2,2.2,0.3,2.3,2.6,2.4,0.6,0.1,8.2
Marlon Beck II,BU,32,30.2,2.6,7,0.369,1.6,4.4,0.357,1.5,2.1,0.691,1.8,1.8,0.3,2.2,2.6,2.6,1,0.1,8.2
Shannon Hale,UA,28,19.4,2.7,6.4,0.417,0.9,3.1,0.302,1.9,2.8,0.701,1.9,1.9,1,2.1,3.2,1.1,0.8,0.5,8.2
Devonte Elliott,CSUN,33,26.7,3.1,7.8,0.395,0.2,1.2,0.205,1.8,2.2,0.808,1.5,2.8,1.2,4.4,5.6,0.9,0.6,1.3,8.2
"Gary Bell, Jr.",GU,38,27.8,2.7,6.6,0.404,1.5,4.1,0.361,1.4,1.9,0.75,0.9,2.4,0.2,2.2,2.4,2,0.8,0.1,8.2
D.K. Eldridge,NMSU,34,25.9,3,7.7,0.389,1.1,3.7,0.294,1.1,1.8,0.633,1.9,1.8,0.8,1.9,2.6,2.2,1.1,0.1,8.2
Adonis Burbage,GWU,35,27.4,3,7.1,0.416,1.8,5,0.368,0.4,0.7,0.625,1.4,2.2,0.7,1.8,2.5,1.1,0.7,0.1,8.2
Cameron Naylor,TSU,30,24.1,3.3,7.7,0.426,0,0.2,0,1.7,2.2,0.746,1.5,1.7,1.5,3.4,4.9,0.5,0.3,0.3,8.2
Bryce Pressley,UP,31,29.5,2.7,6.6,0.403,1.5,3.5,0.44,1.3,1.8,0.727,1.6,2,1.2,2.5,3.7,2.9,0.8,0.3,8.2
Eric Thompson,PAC,31,23.8,2.9,5.5,0.52,0,0,0,2.5,4,0.608,1.4,3.7,2.3,3.3,5.6,0.8,0.4,0.8,8.2
Markus Terry,PC,31,26.5,2.9,6.8,0.431,0.8,2.3,0.366,1.5,2,0.73,1.2,1.4,0.4,1.9,2.3,1.4,0.5,0.1,8.2
Anthony Stitt,C of C,26,31.7,2.9,9,0.323,1.1,3.3,0.322,1.3,2.2,0.589,2.4,2,0.8,1.8,2.6,2.5,1,0.1,8.2
Angel Matias,GSU,27,26,3.3,6.7,0.495,0.1,0.5,0.286,1.4,2,0.685,1.7,2.3,2.4,3.2,5.6,1.9,0.9,0.4,8.2
Jeremiah Williams,CAN,33,21.8,2.7,6.8,0.394,1.3,3.5,0.368,1.5,1.8,0.831,1.6,1.6,0.4,1.6,2,1.8,1,0.2,8.2
Kurt Steidl,UVM,34,27.3,2.5,6.4,0.398,1.7,4.5,0.375,1.4,1.8,0.803,1.2,1.9,0.6,3,3.6,1.1,0.7,0.4,8.2
Joe Reed,IPFW,30,25.7,3,5.5,0.543,0.3,0.9,0.357,1.9,2.8,0.671,1.2,2,1.4,3.1,4.5,1.4,0.7,0.4,8.2
Marvin Frazier,NSU,24,23.2,3,6.4,0.474,0.6,1.6,0.395,1.5,2.3,0.625,1.4,2.7,1.8,3.4,5.2,1.1,0.9,2.1,8.2
Corbin Miller,HAR,30,25.2,2.6,7.1,0.369,2.1,5.9,0.354,0.8,1,0.8,0.5,0.9,0.2,1.4,1.6,0.7,0.5,0,8.2
Ja'Mill Powell,EKU,33,22.1,2.5,6.6,0.385,1.2,3.7,0.339,1.8,2.5,0.732,1.5,2.3,0.6,1.3,1.9,1.1,0.7,0.3,8.2
Jevon Carter,WVU,35,23.8,2.7,7.5,0.36,1.4,4.4,0.314,1.3,1.7,0.77,1.2,1.9,1.1,1.2,2.3,1.8,1.9,0.1,8.1
Tevin Falzon,SHU,32,22.6,2.7,6.4,0.426,0.1,0.5,0.176,2.6,3.8,0.686,1.7,2.3,3.2,4.4,7.6,0.8,0.8,1.5,8.1
Josh Adeyeye,JAC,32,19.5,2.7,7.1,0.379,1.9,4.8,0.387,0.9,1.1,0.8,1.1,1.8,0.3,2.2,2.5,0.5,0.4,0.1,8.1
Gilvydas Biruta,URI,33,20.8,3.1,5.6,0.56,0.1,0.3,0.182,1.8,2.6,0.69,1.3,2.8,2,2.5,4.6,1,0.5,0.5,8.1
Janarius Middleton,JSU,25,18.8,3.5,6.8,0.509,0.4,1.4,0.286,0.8,1,0.731,1,1.8,2.4,2.5,4.9,0.8,0.5,0.4,8.1
Ryan Taylor,OU,29,30.1,3,7,0.433,1,3.3,0.289,1.1,1.4,0.756,1.1,2.1,0.5,2,2.5,1.3,0.4,0.3,8.1
Javeres Brent,JSU,31,25.8,2.6,8.2,0.319,2.3,7.1,0.324,0.6,0.7,0.783,0.9,1.2,0.5,2.8,3.3,0.7,0.6,0.2,8.1
C.J. Cooper,UTEP,33,30.8,2.5,6.5,0.383,1.5,4.1,0.353,1.7,2.2,0.743,1.3,1.4,0.2,1.6,1.8,3.2,0.6,0,8.1
"Derek Cooke, Jr.",UW,35,26.3,3.3,4.6,0.72,0,0,1,1.4,2.6,0.543,1.4,2.2,1.5,4.4,5.8,0.9,0.9,0.9,8.1
Ronnie Drinnon,SFU,29,29.5,3.2,7.8,0.418,0.2,0.7,0.25,1.4,2.4,0.594,1.3,2.8,2.9,4.8,7.8,1.3,1.4,0.4,8.1
Chad Jackson,NKU,30,26.1,2.9,6,0.492,0,0.1,0,2.2,3.7,0.6,1.5,2.6,2.1,3.4,5.5,2.1,0.9,0.1,8.1
Hector Harold,UVM,31,22.4,2.9,7.1,0.412,1,3.1,0.33,1.2,1.8,0.655,1.7,2.6,0.5,3.4,3.9,1.1,0.6,0.7,8.1
Jabarie Hinds,UMass,32,21.6,3.1,7.5,0.41,0.9,2.8,0.337,1,1.5,0.681,1.8,1.8,0.1,1.1,1.2,2.2,1,0,8.1
Kevin Blake,ELON,33,23.9,2.8,5.9,0.464,0.7,1.8,0.377,1.8,3,0.61,1.3,2.4,1.4,2,3.5,1.1,0.7,0.1,8.1
Gabriel Olaseni,UI,34,18.6,2.7,5.2,0.52,0,0,0,2.6,3.5,0.75,1.1,2.7,2.2,2.6,4.8,0.4,0.3,1.6,8.1
Phillip Leonard,MER,35,27,2.6,5.7,0.465,0,0.5,0.062,2.8,4.4,0.626,1.8,2.6,0.7,2.7,3.5,4.5,0.9,0,8.1
Perrin Buford,MTSU,35,17.8,2.9,5.9,0.5,0.3,0.5,0.474,1.9,2.7,0.705,1.3,1.7,1.6,2,3.5,0.6,0.4,0.6,8.1
Michael Buchanan,USCU,36,18.9,3.3,6,0.553,0,0,1,1.4,2.4,0.58,1.4,2.3,2.6,3.2,5.8,0.6,0.5,0.9,8.1
Joel Hernandez,LIU,29,23.7,2.9,7.4,0.391,0.3,1.2,0.294,1.9,3.7,0.519,1.6,2.2,1.2,2.8,4,0.8,0.8,0.4,8
Franz Rassman,L-MD,30,24.5,3,6.6,0.455,0.3,0.6,0.588,1.7,2.4,0.708,1.3,3.4,1.3,3.2,4.5,1,0.5,0.8,8
Travon Baker,NIU,30,25.6,2.4,7.4,0.33,1.2,4.1,0.293,2,2.8,0.694,2,2.3,0.3,1.5,1.7,3.1,1.5,0,8
Karachi Edo,CSUF,32,22.4,2.9,5.2,0.564,0,0,0,2.2,3.3,0.676,0.7,2,2.1,2.2,4.2,0.3,0.3,1.3,8
William Lee,UAB,33,23.7,2.9,6.1,0.485,0.6,1.4,0.457,1.5,1.9,0.794,1.4,2,1.7,4.3,6,1.1,0.5,1.5,8
Charlie Jones,AU,33,32.9,2.7,5.4,0.494,0.7,1.9,0.375,2,2.5,0.774,1.1,1.9,0.6,3.2,3.7,1.8,0.8,0.5,8
Harold McBride,GWU,35,23.7,2.6,6.5,0.399,1.2,3.4,0.35,1.6,2.2,0.731,1.4,1.9,0.4,1.8,2.2,2.3,1.1,0.1,8
Chris Wilson,SJU,31,33,2.8,7.6,0.371,1.3,4.4,0.301,1,1.7,0.574,1.6,1.4,0.6,3.6,4.3,2.7,1.1,0.1,8
Steve Glowiak,SHU,32,25.2,2.7,7.4,0.357,2,6,0.33,0.7,1,0.697,0.7,1.3,0.4,2.7,3.1,1.2,0.8,0.1,8
Alfonzo McKinnie,UWGB,33,21.6,3.2,7,0.453,0.6,1.9,0.328,1,2,0.508,1.4,3.4,2,3.4,5.3,0.2,0.5,0.5,8
Eric Ferguson,GSU,25,20.4,3,6.4,0.46,0.7,2.2,0.333,1.4,2.7,0.5,1.6,3,1.8,3.5,5.3,0.4,0.6,0.6,8
Christian Mekowulu,TSU,26,24.3,2.5,6.2,0.4,0,0,0,3.1,5.2,0.593,2,3.5,1.5,3.8,5.3,0.4,0.6,0.7,8
Quentin Bastian,FAMU,25,23.2,3.2,7.5,0.422,0,0.1,0,1.7,2.5,0.667,1.4,3,1.6,2.9,4.5,0.4,0.2,0.3,8
Cameron Ridley,UT,34,21.4,2.9,5.1,0.557,0,0,0,2.3,3.7,0.611,1.5,1.9,2.3,3,5.3,0.4,0.3,1.8,8
DavRon Williams,IUPUI,31,23.3,3.3,5.6,0.577,0,0,0,1.5,2.5,0.584,1.4,3.1,2.1,4.3,6.3,0.7,0.7,0.7,8
Jalen Jenkins,GMU,31,22.3,3,6.4,0.465,0,0.1,0.333,2,3.5,0.574,2,3.4,1.7,2.7,4.4,1.2,0.6,0.8,8
Moses Morgan,CSUF,31,25.6,2.9,8.7,0.33,1.4,4.6,0.31,0.8,1.5,0.556,1.4,1.7,0.5,1.7,2.3,0.6,0.5,0.3,8
Tre' Bennett,ISU,30,22.9,2.5,6.3,0.389,1.4,3.9,0.347,1.7,2.1,0.781,1.9,1.8,0.4,2.1,2.5,3,0.8,0,8
"Kwan Cheatham, Jr.",AKR,35,23.5,2.9,7.8,0.368,1.4,4.3,0.327,0.8,1.3,0.644,1.7,2.3,1.1,3.8,5,1.5,0.4,1.1,7.9
Avery Woodson,UM,32,27.2,2.7,7.1,0.374,1.9,5.1,0.377,0.7,0.9,0.821,1.1,3,0.2,2.1,2.4,1.1,1,0.2,7.9
