Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Ben Vander Plas,OU,31,23.2,3,7.5,0.407,1.6,5.2,0.309,0.9,1.3,0.707,1.1,1.8,1.3,3.9,5.2,1.5,0.9,0.5,8.6
Kevin McAdoo,EMU,31,23.2,3,7.4,0.408,1.3,4,0.325,1.3,1.9,0.707,1.6,1.6,0.4,0.7,1.1,1.4,1,0,8.6
Shyquan Gibbs,NJIT,35,30.7,2.8,6,0.467,0.8,1.9,0.397,2.2,2.9,0.772,1.1,2.3,0.1,2,2.1,2.2,0.8,0.1,8.6
Kyle Zunic,WIN,30,21.8,2.9,7.2,0.405,1.5,4.5,0.324,1.3,2,0.667,1.9,1.3,1,3.3,4.3,1.9,0.7,0.2,8.6
Kendal Manuel,UM,35,19.3,2.6,6.1,0.43,1.6,3.9,0.422,1.7,2,0.857,1.3,1.3,0.3,1.8,2.1,1.3,0.5,0.1,8.6
Armani Chaney,TSU,25,25.7,2.8,6.7,0.425,1.5,3.8,0.404,1.4,1.7,0.833,2.4,2.4,0.2,2.2,2.4,2.9,1.3,0,8.6
Collin Welp,UCI,37,16,3.5,6.9,0.512,0.6,1.7,0.355,0.9,1.2,0.739,1.1,1.5,1.1,3.2,4.3,0.7,0.5,0.3,8.6
Kendle Moore,CSU,32,28.5,3.1,6.4,0.478,1.1,3.3,0.321,1.4,1.8,0.789,1.7,2.7,0.2,2.3,2.5,2.7,1.3,0.1,8.6
Adam Thistlewood,CSU,32,29.5,2.8,6.3,0.446,1.7,4.3,0.387,1.3,1.7,0.792,0.9,2.3,0.8,2.1,2.9,1,0.6,0.3,8.6
Scott Hitchon,CAN,32,22.7,3.2,6.3,0.5,0.8,1.8,0.464,1.5,2.1,0.701,1.7,2.4,0.8,1.8,2.6,1.5,0.3,0.7,8.6
Eric Ayala,UMD,34,29,2.8,6.6,0.43,1.5,3.8,0.406,1.4,1.8,0.774,1.6,1.4,0.3,2.6,2.9,2.1,0.3,0.3,8.6
Boubacar Toure,EMU,31,24.6,3.5,5.3,0.655,0,0,0,1.6,3.4,0.476,2,2.7,3,4.8,7.8,0.4,0.5,1.4,8.6
Ty Outlaw,VT,35,29.5,2.8,6.2,0.45,2.3,5,0.454,0.7,1,0.694,0.6,2.3,1,4.3,5.2,0.9,0.5,0.4,8.6
Andre Wesson,OSU,35,29.9,2.9,6.8,0.43,1.1,3.1,0.336,1.7,2.3,0.747,1.8,2.9,1.3,2.8,4.1,1.8,0.6,0.4,8.6
Justin Jenifer,UC,34,26.1,2.9,6.4,0.447,1.8,4,0.444,1,1.4,0.761,0.7,1.2,0.2,1.6,1.7,2.9,0.6,0,8.6
Kenny Williams,UNC,36,30,3,7.4,0.399,1.2,4.1,0.295,1.4,1.8,0.797,1.6,1.8,1.1,2.8,3.9,3.5,0.9,0.3,8.6
Malik Jefferson,MSMU,31,20.9,3.7,6.3,0.592,0,0,0,1.1,2.2,0.493,1.2,3.2,2.6,3.5,6.1,0.4,0.3,0.7,8.5
Jahmari Etienne,SCSU,31,22.8,3,7.9,0.378,1.8,4.6,0.392,0.7,0.9,0.793,1.3,1.9,0.5,1.3,1.8,1.1,0.4,0.1,8.5
Dennis Jones,PVAMU,33,26.2,2.8,7.3,0.39,0.7,2.6,0.282,2.1,4,0.526,2.9,3.2,0.5,1.5,2,4.5,2,0.1,8.5
Ben Nakwaasah,UVU,35,25.1,2.8,6.9,0.399,1.4,3.6,0.389,1.6,2.3,0.7,2.1,1.4,0.1,2.8,2.9,3.2,0.6,0.1,8.5
Tre Todd,AAMU,24,22.7,2.6,6.2,0.42,1.5,3.8,0.385,1.8,2.8,0.667,2.2,2.3,0.4,1.1,1.5,1.1,0.9,0,8.5
Michael Wang,PENN,26,18.1,3.1,6.8,0.455,1,3.2,0.31,1.3,1.8,0.708,1.2,1.1,0.8,2.8,3.6,1,0.5,0.2,8.5
Willie Jackson,U of T,32,25.5,3.5,6.8,0.512,0.1,0.1,0.5,1.5,2.2,0.681,1.5,1.7,2.3,6.4,8.8,1.5,0.6,0.5,8.5
Cory Gensler,CAM,32,31.6,3.3,7.1,0.461,1.6,4.5,0.354,0.4,0.5,0.75,0.7,1.9,0.8,3.3,4.1,1.7,0.9,0.3,8.5
A.J. Walker,AF,32,26.3,3,7.3,0.412,1.1,2.8,0.4,1.4,2,0.703,1.5,2.4,0.1,1.8,1.9,2.5,0.8,0.1,8.5
Dontay Caruthers,UB,36,22.3,2.8,5,0.556,0.4,1.1,0.375,2.6,3.3,0.767,1.8,3.3,0.8,2.6,3.4,2.8,1.4,0.1,8.5
Gary Chivichyan,ISU,29,19.2,2.9,6.6,0.437,2.1,5.2,0.411,0.7,0.9,0.731,0.7,0.6,0.1,1.5,1.7,0.4,0.3,0,8.5
Isaiah White,UVU,33,24.9,2.8,6.6,0.42,1,2.5,0.39,2,3,0.65,1.5,2.1,1.2,3.2,4.4,0.9,0.8,0.6,8.5
Ebrima Dibba,CCU,26,30.7,2.8,6.3,0.454,0.5,1.7,0.302,2.3,3,0.769,2.6,1.8,0.3,3.8,4.1,4.7,1.3,0.2,8.5
Shareef Smith,EIU,32,28.8,2.8,6.5,0.438,0.8,2.4,0.338,2,2.8,0.703,2.5,2.3,0.7,2.9,3.6,3.8,1.2,0,8.5
Ben Pyle,WIU,30,27.7,2.8,7.1,0.393,1.6,4.3,0.367,1.3,1.7,0.8,1.2,1.2,0.5,3.3,3.8,1.7,0.9,0,8.5
Derrien King,UDM,30,29.9,2.8,8.2,0.337,1.5,4.4,0.341,1.5,1.7,0.863,1.4,1.5,0.5,3.3,3.7,1.2,0.8,0.4,8.5
Andre Wolford,SFU,32,23.6,2.6,7.2,0.358,2,5.5,0.36,1.3,1.6,0.86,0.8,1.5,0.4,1.9,2.3,0.4,0.7,0.2,8.5
Jacquil Taylor,HOF,35,26.6,3.6,5.1,0.713,0,0,0,1.2,1.7,0.717,1.1,2.6,2.8,5.9,8.7,0.7,0.5,1.9,8.5
Bruce Stevens,UM,33,20.4,3.2,6.4,0.505,0.8,2.5,0.325,1.2,1.4,0.867,1.1,2.5,1.3,3.1,4.4,0.8,0.6,0.4,8.5
Jimbo Lull,USF,31,19.2,3.5,5.9,0.604,0,0,0,1.4,1.9,0.729,1,2.4,2.1,3.2,5.3,0.7,0.2,0.5,8.5
Parker Van Dyke,U of U,31,24.2,2.9,6.7,0.431,2.3,5.7,0.409,0.4,0.5,0.786,0.9,1.8,0.1,1.3,1.4,1.7,0.9,0.1,8.5
Montez Mathis,RU,31,22.9,3.1,8.2,0.376,0.5,2.2,0.239,1.8,3.2,0.556,1.3,1.8,0.7,2.2,2.9,1.1,0.7,0.2,8.5
Shemar Bute,CCSU,29,22.4,3.2,5.4,0.596,0,0,0,2.1,2.9,0.723,1.9,2.9,2.6,3.3,5.9,0.5,0.4,1.4,8.5
DeAndre Love,NSU,27,22.1,3.1,7.5,0.421,1,2.8,0.342,1.2,1.7,0.702,1.9,1.3,0.6,2.1,2.7,0.9,0.7,0.5,8.5
Noah Blackwell,CSUF,30,29.4,3.1,6.9,0.442,1.8,4.3,0.415,0.5,0.6,0.842,1.7,1.7,0.4,2.1,2.6,3.6,1,0.1,8.5
Oliver Lynch-Daniels,HBU,30,23.4,3,7.6,0.389,1.2,3.9,0.316,1.3,2.1,0.629,1.9,2.2,0.6,2.5,3.1,2,0.6,0.1,8.5
Baylee Steele,UVU,35,20.1,2.9,4.9,0.594,0.1,0.2,0.333,2.6,3.5,0.754,1.3,2.3,2.3,4.9,7.2,0.6,0.4,0.4,8.5
Darryl Morsell,UMD,33,26.8,3.4,7.3,0.459,0.5,1.9,0.29,1.2,1.8,0.672,1.6,2,1.1,2.1,3.1,1.8,0.7,0.5,8.5
Michael Forrest,FAU,33,28.4,2.8,7.6,0.372,1.3,3.9,0.336,1.5,2,0.758,2.6,2,0.5,2.3,2.8,2.9,1.2,0,8.5
Chris Clover,SJU,33,24.4,2.9,6.8,0.43,0.9,2.6,0.333,1.8,2.3,0.753,0.9,2.2,0.6,2.6,3.2,0.8,0.6,0.1,8.5
Ozante Fields,SCSU,27,18.6,3.3,5.6,0.6,0,0,0,1.8,2.2,0.8,1.1,3,1.7,3.1,4.9,0.5,0.3,0.4,8.4
Trey Moses,BSU,32,27.9,3.1,6.4,0.485,0,0.1,0,2.2,3.9,0.581,2.7,2.6,1.9,5,6.9,2.5,0.9,1.2,8.4
Baker Evelyn,VAL,32,28.7,2.8,8.5,0.336,1.5,4.9,0.306,1.2,1.6,0.769,2,1.9,0.3,2.1,2.4,2.1,0.6,0.1,8.4
Trevond Barnes,HU,35,23.2,3,5.7,0.533,0.5,1.5,0.34,1.9,2.3,0.793,1,3.1,1.7,4.1,5.9,0.7,0.2,1.7,8.4
Dexter Dennis,WSU,35,25.9,2.9,7.2,0.399,1.5,3.9,0.4,1.1,1.7,0.661,1.1,2.4,1.5,3.9,5.3,0.9,0.3,0.5,8.4
Tyler Polley,UConn,33,27.5,2.9,6.8,0.424,1.6,4.2,0.38,1.1,1.7,0.643,0.7,2.2,1,1.3,2.3,0.6,0.4,0.6,8.4
"John Carter, Jr.",USNA,31,25,2.7,7.4,0.367,1.3,3.8,0.347,1.7,2.2,0.754,1.8,1.3,1.1,4.1,5.2,1.3,0.7,0.2,8.4
Tyler Williams,USD,36,35.9,2.9,7.6,0.385,1.8,4.7,0.387,0.8,1,0.8,1.3,2,1,2.9,3.9,3,0.9,0.1,8.4
Eric Terry,TSU,34,20,3.6,5.2,0.693,0,0,0,1.2,2,0.627,1.4,2.7,1.6,2.1,3.6,0.8,0.4,0.8,8.4
Devonte Bandoo,BU,34,21.1,2.9,6.4,0.45,1.5,3.8,0.395,1.1,1.3,0.907,1.2,1.1,0.5,1.7,2.2,1.4,0.6,0.1,8.4
Ryan Luther,U of A,32,24.9,3.1,7,0.44,1.4,3.8,0.375,0.8,1.1,0.765,1.2,2.5,1.8,2.5,4.3,1.2,0.8,0.2,8.4
Trey Murphy III,RU,32,20.6,2.6,5.9,0.442,2,4.8,0.421,1.2,1.6,0.725,0.7,1.4,0.6,2,2.6,0.7,0.5,0.5,8.4
Zach Scott,FGC,32,22.4,2.9,7.1,0.414,1.4,3.5,0.414,1.1,1.5,0.714,1.2,1.2,0.6,2.5,3.1,0.8,0.8,0.2,8.4
Jordan Giles,UMKC,32,23,2.8,5.9,0.481,0.5,1.7,0.296,2.2,3,0.74,2,2.7,0.8,2.3,3.1,1.2,0.7,0.5,8.4
David Azore,UTA,32,23.2,2.3,7.3,0.322,0.3,1.5,0.191,3.4,4.2,0.815,2.6,1.9,0.7,3.5,4.2,1.6,0.6,0.1,8.4
Taylor Funk,SJU,33,27.4,3.1,8.2,0.375,1.6,5.4,0.305,0.6,0.8,0.731,1,2.2,1.1,4.4,5.5,1.3,0.6,0.5,8.4
Jayden Saddler,SUBR,28,28.9,3.1,6.4,0.494,0.2,0.8,0.333,1.9,2.6,0.722,2.8,2.9,0.8,2.1,2.8,3.6,1.6,0.1,8.4
Curtis Cobb III,UMass,23,25.4,3.2,8.2,0.392,1.4,4.3,0.327,0.6,1.1,0.52,1.5,1.5,0.4,3,3.4,2.4,1,0,8.4
Braden Norris,OU,34,35.2,2.3,5.1,0.457,2.1,4.2,0.49,1.7,2.3,0.74,1.9,2.3,0.1,2.8,2.8,5.2,1.4,0.1,8.4
Jarel Spellman,SHU,32,25.7,3.6,7,0.516,0.2,0.7,0.273,1,1.9,0.525,1.2,2.8,2.2,5.2,7.4,0.3,0.4,3,8.4
Tareq Coburn,HOF,35,23.9,2.7,6,0.45,1.5,3.4,0.425,1.5,1.9,0.8,0.8,1.9,1.2,2.9,4,0.8,0.5,0.2,8.4
Gerrale Gates,UNO,33,25.5,3,6.4,0.469,0,0.1,0.333,2.3,3.5,0.675,1.6,1.8,1.5,3.4,4.9,1.6,0.7,0.5,8.4
Quentin Grimes,KU,36,27.4,2.9,7.7,0.384,1.5,4.4,0.34,1,1.6,0.603,1.9,2.4,0.5,2,2.5,2,0.6,0.2,8.4
Marques Sumner,STET,31,23.1,2.9,8.3,0.348,1.7,4.6,0.366,0.9,1.2,0.806,1.5,1.7,0.7,2.2,2.9,2.1,0.6,0.1,8.4
Darnell Dunn,PU,34,25.1,3.2,6.6,0.482,1.1,2.6,0.411,0.9,1.5,0.608,1.3,2.5,1.3,2.1,3.4,1.3,0.5,0.2,8.4
Aaron Clarke,SHU,32,21.5,2.8,7,0.4,1,3.4,0.306,1.7,2,0.857,1.2,1.8,0.1,1.5,1.6,1.8,0.2,0,8.3
Kevarrius Hayes,UF,36,25,3.1,4.7,0.673,0,0,0,2.1,3.1,0.667,1.5,2.7,2.8,3.5,6.2,0.7,1,1.9,8.3
Dameane Douglas,LMU,33,24.7,3.1,5.6,0.554,0.5,0.8,0.577,1.7,2.7,0.629,1.5,2.5,1.2,3.6,4.9,1.3,0.8,0.2,8.3
Andres Feliz,U of I,33,22.4,2.9,6.5,0.451,0.3,1.1,0.27,2.2,2.8,0.755,1.5,2.5,0.6,2.3,2.9,2.2,1,0,8.3
Darius Brown II,CSUN,34,31.2,3,6.5,0.457,0.8,2.6,0.307,1.6,2.1,0.771,1.7,2.2,0.8,2.8,3.6,5.2,1.4,0.1,8.3
Sacar Anim,MU,34,30.1,3.2,7.3,0.438,0.8,2,0.391,1.1,1.9,0.585,1.2,2,0.6,2.5,3.1,1.2,0.5,0.1,8.3
"Antonio Daye, Jr.",FIU,34,25.6,3,7.5,0.396,0.4,1.9,0.206,2,3.3,0.607,2.7,2.6,0.5,2.4,2.9,2.6,1.6,0,8.3
Osasumwen Osaghae,FIU,31,22.5,3.2,5.4,0.595,0,0,0,1.9,3.1,0.604,1.3,3,3.2,5.3,8.5,0.3,0.6,3.1,8.3
Adrease Jackson,DART,22,19.4,2.9,7.5,0.382,1.1,3.9,0.282,1.5,1.9,0.805,1.2,1.8,1.3,3.7,5,0.6,0.4,0.7,8.3
Jamie Orme,PSU,32,19.7,3.1,6.9,0.455,0.8,2.5,0.325,1.2,2.1,0.606,1,2.8,1.8,2.5,4.2,0.9,1,0.5,8.3
Nakye Sanders,TU,32,22.4,2.8,5.5,0.52,0.2,0.4,0.385,2.5,3.6,0.693,1.7,3.7,1.6,4,5.5,0.8,0.5,0.6,8.3
Aaron Wiggins,UMD,34,23.5,2.9,7.4,0.385,1.8,4.4,0.413,0.8,0.9,0.867,0.8,1.7,1,2.3,3.3,0.8,0.8,0.2,8.3
A.J. Durham,IU,34,28.6,2.8,6.9,0.403,1.2,3.4,0.348,1.6,2.1,0.74,1.2,2.1,0.2,1.7,1.9,1.6,0.5,0.3,8.3
Simeon Carter,GSU,28,18.4,3.8,6.5,0.582,0.1,0.7,0.15,0.6,1,0.63,0.5,1.6,1.1,3.3,4.4,0.4,0.3,1.4,8.3
Cane Broome,UC,35,21.2,2.8,7.1,0.396,0.8,2.9,0.287,1.8,2.4,0.75,1.2,1,0.3,1.3,1.7,2.2,0.6,0,8.3
Christian Mekowulu,TAMU,32,21.4,2.8,6.1,0.469,0.1,0.3,0.273,2.5,3.6,0.702,1,2.7,2.6,3.8,6.4,0.5,0.3,1,8.3
Kevin Little,UTM,25,25.6,2.8,8.2,0.343,1.7,5.3,0.316,1,1.4,0.694,2.5,1.5,0.1,1.5,1.6,3.6,0.9,0,8.3
Jayveous McKinnis,JSU,29,26,3.6,5.4,0.665,0,0,0,1,2.1,0.492,0.7,2.8,2.9,5,7.8,0.3,1,2,8.3
Shaqquan Aaron,USC,33,27.7,3.1,6.9,0.447,0.9,2.5,0.369,1.2,1.8,0.633,1.4,2.6,1,3.3,4.3,2.3,0.8,0.3,8.3
Kamron Reaves,FAMU,30,25.5,2.9,8.1,0.361,0.9,3.5,0.255,1.5,2.2,0.672,3.3,2.3,0.4,1.7,2,2.2,1,0.2,8.3
Justin Brown,USF,38,23.2,2.8,6.7,0.413,1.7,4.8,0.359,1,1.3,0.765,1,1.3,1.3,1.3,2.6,0.8,0.6,0.1,8.3
J.J. Chandler,TAMU,31,23.7,2.9,6.6,0.442,0.6,2.1,0.297,1.8,2.5,0.705,1.5,2.7,0.7,2.5,3.2,1.3,1.3,0.2,8.3
Danny Garrick,NSU,31,22.1,2.9,7,0.41,2.3,6.1,0.381,0.2,0.3,0.667,0.6,1.2,0.5,2,2.5,0.3,0.3,0.2,8.3
Makhtar Gueye,UAB,35,26.9,3.1,6.9,0.455,0.5,1.9,0.258,1.5,2,0.743,1.5,2.5,2.3,4.3,6.7,0.8,0.5,0.7,8.3
Myles Dread,PSU,32,28.9,2.8,7.4,0.378,2.1,5.9,0.356,0.5,0.9,0.586,0.8,2.1,0.6,2.2,2.8,1.2,0.6,0.2,8.2
Blake Hinson,UM,32,24,2.8,6.8,0.406,1.4,4.1,0.348,1.3,1.8,0.737,0.9,2.8,0.7,2.2,2.9,1.1,0.5,0.3,8.2
Tre'Shawn Thurman,UNR,34,26.3,3,6,0.498,0.6,2.1,0.264,1.7,2.1,0.792,1,2.9,1.7,4.1,5.8,1.7,1.1,0.8,8.2
Saddiq Bey,VILL,36,29.6,3,6.6,0.458,1.4,3.6,0.374,0.8,1.2,0.644,0.8,2.2,2.1,3,5.1,1.3,0.9,0.3,8.2
Alex Peacock,TSU,32,28.4,2.8,6.8,0.417,1.1,3.2,0.343,1.4,1.9,0.742,1.6,2.6,1.7,4.4,6.1,2.2,1,0.6,8.2
Trey Landers,DAY,32,27.4,3.2,6.7,0.474,0.3,1.4,0.2,1.6,2.2,0.694,1.6,2.3,1.8,4.9,6.7,2,0.6,0.3,8.2
Cooper Neese,ISU,23,24,2.6,6.4,0.401,1.3,3.3,0.377,1.8,2.2,0.824,1.5,1.5,0.4,2.8,3.2,1,0.9,0,8.2
Ben Perez,IC,28,28.6,2.7,6,0.444,1.8,4.5,0.394,1.1,1.4,0.769,0.8,1.6,0.8,2.9,3.6,1.1,1,0.1,8.2
Caleb Tanner,RU,33,20.4,2.7,5.9,0.464,2.1,4.8,0.44,0.6,0.9,0.724,0.6,0.9,0.1,1,1.1,0.7,0.2,0,8.2
Justin Smith,IU,35,24.8,3.5,7,0.496,0.2,0.9,0.219,1,2,0.514,1.9,2.4,1.7,2.7,4.5,0.8,0.6,0.4,8.2
Ibrahim Sylla,NC A&T,31,20.9,3.3,5.5,0.599,0,0,0,1.5,2.9,0.533,1.3,3,1.6,3.7,5.3,0.4,0.7,1.6,8.2
Ameer Bennett,DESU,31,27.9,2.9,7.1,0.407,0.2,1.1,0.176,2.2,3.4,0.648,2,3.6,1.6,2.9,4.6,0.5,0.4,0.7,8.2
New Williams,CSUF,32,25.8,2.7,7,0.382,1.7,5.1,0.329,1.1,1.6,0.692,0.9,2.5,0.4,2.8,3.2,1,0.9,0.3,8.2
Marcus Harris,SHSU,32,26.9,2.8,7,0.402,1.1,3.4,0.324,1.5,2,0.723,1.4,2,0.2,1.8,2,2.3,0.8,0.1,8.2
Travis McConico,CSU,34,28.3,3,7.3,0.406,1.2,3.7,0.336,1,1.6,0.642,1.4,1.9,1.9,4,5.9,2.5,1.2,0.6,8.2
Diogo Brito,USU,35,23.6,2.7,6.2,0.433,1.3,3.2,0.396,1.5,2.1,0.73,1.6,1.7,0.7,3.5,4.2,2.2,1.1,0.1,8.2
Braxton Bonds,HBU,30,29.8,3.6,8.1,0.446,0.1,0.8,0.083,0.9,1.8,0.5,1.9,2.1,1.4,3.4,4.8,3.6,2.2,0.2,8.2
Kris Bankston,UALR,31,21.6,3.5,4.3,0.813,0,0,0,1.1,2.2,0.507,1.4,3,1.5,3.1,4.5,1.1,0.7,1.1,8.2
Christian Cunningham,JSU,32,28.6,3.5,5.6,0.624,0,0,0,1.2,2.1,0.574,1.3,2,2.9,4.7,7.6,0.8,0.7,1.7,8.2
Elyjah Williams,FDU,35,26,3.1,5.1,0.605,0.3,0.6,0.476,1.7,3,0.587,1.8,2.4,1.9,3.6,5.5,2,1,1,8.1
Chier Maker,ISU,30,27.3,2.9,6.8,0.433,1.3,4.1,0.325,0.9,1.4,0.683,1.2,1.7,2,4.7,6.7,1,0.5,0.4,8.1
Prentiss Hubb,ND,33,33.5,2.9,8.9,0.324,1.3,5,0.262,1.1,1.6,0.673,1.9,2.1,0.8,2.2,3.1,4,1,0.4,8.1
Trey Drechsel,GCU,34,25.8,3,6.9,0.43,0.8,2.6,0.292,1.4,2.1,0.686,1.7,2.3,0.8,5,5.8,2.4,0.9,0.2,8.1
Brock Miller,USU,35,26.1,2.7,7.5,0.364,2,5.7,0.354,0.7,0.8,0.889,0.7,1.5,0.4,1.3,1.7,1.2,0.3,0.1,8.1
Evan Battey,CU,36,21.4,2.9,6.1,0.482,0.1,0.4,0.188,2.2,3.1,0.705,1,3,1.9,2.5,4.4,1.2,0.5,0.3,8.1
Kareem Brewton,UM,36,22.2,3.2,6.8,0.463,0.7,2.1,0.32,1.1,1.6,0.714,1.8,2.7,0.9,2.4,3.3,2.3,1.2,0.1,8.1
Matt Ryan,VU,29,24.9,2.6,7.6,0.347,2,6.2,0.328,0.8,1.1,0.75,1.1,2,0.4,2.3,2.7,0.9,0.3,0.1,8.1
Josh Nebo,TAMU,30,19.6,3.1,4.4,0.699,0,0,0,1.9,2.7,0.695,0.9,1.7,2.2,3.2,5.3,0.3,0.2,2.3,8.1
Rex Pflueger,ND,10,30.5,2.3,5.9,0.39,1.4,3.6,0.389,2.1,2.6,0.808,1.6,1.4,0.9,3.8,4.7,4.3,1.7,0.6,8.1
Jelani Simmons,YSU,31,22.8,3,6.5,0.455,1.5,3.8,0.402,0.6,0.8,0.8,1,1.6,0.9,1.6,2.5,1.1,1,0.2,8.1
Isaiah Gable,SEMO,31,22.7,2.7,5.9,0.462,1.6,4.1,0.402,1,1.2,0.789,1,1.9,0.5,2.5,3.1,1.1,0.4,0.2,8.1
Christian Carlyle,FGC,32,23.4,3.1,6.6,0.471,0.4,1.4,0.295,1.5,2.5,0.6,1.2,2.2,0.8,2.5,3.3,2.2,0.9,0.2,8.1
Terry Harris,NC A&T,32,20.6,2.7,6.4,0.424,1.9,4.6,0.411,0.8,0.9,0.833,0.9,1.6,0.6,2.2,2.8,0.3,0.3,0.1,8.1
Menno Dijkstra,UCR,33,22.1,3.2,7.2,0.449,0.8,2.5,0.317,0.9,1.1,0.784,1,1.9,1.2,2.9,4.2,1,0.3,0.5,8.1
Lacey James,NIU,34,23.2,3,6.1,0.49,0.3,0.9,0.379,1.8,2.6,0.667,1.4,3,3,4,6.9,0.5,0.5,0.6,8.1
Curtis Jones,OSU,23,22,2.8,8.3,0.339,1.7,5.1,0.325,0.8,1.3,0.621,0.6,1,0.5,2.6,3,1,0.4,0,8.1
Keyshawn Woods,OSU,35,27.4,3.1,7.3,0.42,0.8,2.6,0.3,1.1,1.4,0.816,1.3,2.3,0.4,2.7,3.1,2.5,0.7,0.1,8.1
Dallas Morgan,CMU,35,17.3,2.7,6.9,0.388,1.8,5,0.368,0.9,1.2,0.738,0.9,1.7,0.4,1.8,2.2,0.7,0.6,0,8.1
Nahziah Carter,UW,36,20.5,3,6.3,0.478,0.6,2,0.31,1.4,2.2,0.637,1,1.9,1,1.5,2.4,0.9,0.4,0.2,8.1
A.J. Sumbry,WC,29,23,3,6.6,0.455,0,0.1,0,2.1,3.6,0.571,1.4,3.4,2.2,4,6.2,0.2,0.2,1.4,8.1
Corey Tillery,TTU,30,26.6,2.7,8.1,0.333,2.1,6.3,0.34,0.5,0.6,0.842,1.1,1.6,0.3,2.2,2.4,1,0.7,0.1,8.1
Jimmy Sotos,BU,31,30.5,2.6,6.6,0.398,1,3.2,0.303,1.8,2.3,0.778,2.9,2.4,0.4,3.6,3.9,6.1,1,0.3,8.1
Tomas Murphy,NU,31,19,3.2,6,0.535,0.4,0.9,0.464,1.2,1.6,0.74,1.3,1.9,1.1,2.3,3.4,0.9,0.4,0.1,8.1
Kinnon LaRose,SHU,32,22.7,2.9,5.8,0.497,1.3,3.5,0.378,0.9,1.2,0.75,0.6,2.2,1.4,3,4.4,0.7,0.6,0.2,8.1
Jordan Butler,NSU,33,26.6,2.7,6,0.455,0,0,0,2.6,3.4,0.761,1.8,2.8,1.9,4.5,6.4,0.8,0.5,2,8.1
Tyrese Martin,URI,33,27,3,7.2,0.418,1,3.2,0.311,1.1,1.6,0.648,1.4,2.1,1.9,3.3,5.2,1,0.8,0.3,8.1
Aamir Simms,CLEM,34,26.6,3.1,7,0.441,1.2,3.6,0.331,0.7,0.9,0.75,1.3,2.4,1.5,3.1,4.6,1,0.6,0.7,8.1
Tucker Richardson,CU,35,32.9,2.9,6.6,0.433,1.5,4.1,0.368,0.8,1.1,0.725,2.1,2.3,0.8,3.4,4.2,3.8,1.3,0.3,8.1
Nysier Brooks,UC,35,22.9,2.8,5.3,0.535,0,0,0,2.4,3.8,0.632,0.9,3.3,2.7,3.6,6.3,0.4,0.4,1.5,8.1
Keyontae Johnson,UF,36,23.8,3.1,6.6,0.47,0.6,1.8,0.365,1.2,1.9,0.643,1.3,2.3,1.9,4.5,6.4,1.2,1.1,0.3,8.1
Courtney Ramey,UT,37,25.5,2.9,7.4,0.385,1.5,3.9,0.386,0.8,1.4,0.588,1.9,1.9,0.8,2.5,3.3,3.1,0.9,0.2,8.1
Kameron Hankerson,UWGB,38,22.5,2.9,7.1,0.413,1.1,3.2,0.328,1.2,1.4,0.846,1.3,1.4,0.8,1.8,2.5,1.6,0.9,0.7,8.1
Kienan Walter,UND,28,24.9,2.5,5.7,0.447,0.8,2.1,0.35,2.2,3.3,0.674,1.6,2.8,1,4.1,5.1,1.6,0.5,0.5,8
Filip Rebraca,UND,29,21.6,3.3,6.2,0.533,0.3,1,0.357,1.1,1.8,0.596,1.5,2.6,1.7,4.2,5.9,0.6,0.5,0.9,8
Christian Juzang,HAR,29,29.3,2.5,6,0.416,1.3,3.7,0.358,1.8,2.2,0.797,1.7,1.8,0.7,2.1,2.8,2.4,0.7,0,8
Bryce Fowler,CSUS,31,28.5,3.2,7.6,0.419,0.8,2.2,0.348,0.9,1.4,0.628,1.9,1.8,0.6,3.3,3.9,2.8,1.1,0.3,8
Devin Kirby,MSU,32,23.4,2.9,5,0.575,0,0,0,2.3,3.4,0.664,1.4,2.5,2,3,5,0.7,0.4,0.5,8
Storm Murphy,WC,34,26.2,2.9,5.8,0.5,1.5,3.1,0.472,0.8,0.9,0.844,1.2,1.7,0.1,1.7,1.8,3.3,0.7,0,8
Andrew Nembhard,UF,36,32.9,2.9,7.1,0.414,1,2.8,0.347,1.2,1.5,0.764,2.1,1.7,0.2,2.7,2.9,5.4,1.2,0.1,8
Corey Kispert,GU,37,26.1,2.8,6.4,0.437,1.6,4.4,0.374,0.8,0.9,0.875,0.9,1.9,0.9,3.2,4.1,1.1,0.6,0.5,8
"Galen Robinson, Jr.",U of H,37,29.9,2.8,6.3,0.449,0.8,2.2,0.35,1.6,2.4,0.667,1.7,1.4,0.5,2.6,3.1,4.9,1.3,0.1,8
Aaron Jordan,U of I,33,26.9,2.5,6.7,0.367,1.8,4.3,0.415,1.3,1.7,0.782,0.7,2.5,1.3,3.3,4.6,1.5,0.9,0.4,8
Tarin Smith,UConn,33,27.6,3,7.1,0.421,0.5,2,0.231,1.5,2.5,0.63,1.4,2.1,0.6,2.4,3,2.4,1.1,0.4,8
Collin Smith,UCF,33,22.1,2.9,6.4,0.448,0.3,1,0.273,2,3.1,0.631,2,3.1,1.4,3.8,5.2,1.5,0.5,0.3,8
Joshua Howard,BU,25,18.6,2.8,5.2,0.538,0.8,2.1,0.404,1.6,2.3,0.684,1.4,2,1.2,2.8,4,0.6,1,0.6,8
