Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Jett Raines,PU,32,27.4,4.6,8.9,0.521,0.2,1,0.212,3.3,4.6,0.726,1.1,2.6,2.1,2.8,4.9,0.6,0.6,0.5,12.8
Joel Berry,UNC,40,30.7,4.4,9.9,0.444,1.7,4.5,0.382,2.3,2.6,0.867,1.5,2.2,0.6,2.7,3.3,3.8,1.4,0.2,12.8
Kenny Gaines,UGA,34,29.2,4.1,10.9,0.382,2.5,6.5,0.383,2,2.6,0.744,1.5,3.1,0.8,2.1,2.9,1,0.8,0.7,12.8
Christian Terrell,FGC,35,29.2,4.5,10.2,0.445,1.3,3.7,0.359,2.3,3.2,0.717,1.3,1.9,1.1,4,5.1,2.3,1.2,0.4,12.7
Bryce Jones,MSU,31,31.9,3.8,9.8,0.389,1.2,3.5,0.336,3.9,4.5,0.871,2.8,3.1,0.6,3.4,4,4.2,1.2,0.5,12.7
Ike Iroegbu,WSU,31,30.7,4.5,9.9,0.453,1.1,3.1,0.347,2.7,3.5,0.771,2.8,1.9,0.5,2.8,3.4,3.6,0.9,0.1,12.7
Micheal Warren,CSUN,30,29.6,4,8.9,0.448,0.9,2.6,0.342,3.8,4.8,0.793,1.8,3,1.1,2.9,4.1,2.2,1.3,0.3,12.7
Hunter Ware,BU,30,32.6,4.7,11.4,0.413,2,5.5,0.367,1.3,2,0.661,2.1,2.6,0.6,2.6,3.2,1.5,1.3,0.2,12.7
A.J. Jacobson,NDSU,33,34.3,4.2,9.6,0.437,1.6,4.5,0.347,2.8,3.6,0.78,1.2,2.6,0.5,3.4,3.9,1.5,0.5,0.4,12.7
Ky Howard,NJIT,34,32,4.1,8.4,0.495,0.7,1.9,0.379,3.7,4.8,0.762,3.2,2.9,0.9,3.7,4.6,4.5,1,0.1,12.7
Darien Nelson-Henry,PENN,27,28,5.2,9.1,0.571,0.1,0.2,0.333,2.2,3.1,0.711,2.6,2.3,2.5,5.6,8.1,1.8,0.4,1.2,12.7
Brandon Sherrod,YALE,30,27.8,4.6,8,0.568,0,0,0,3.6,6.1,0.585,1.3,2.3,2.8,4.2,7,1.2,0.8,0.7,12.7
Denzel Ingram,UNCW,32,32.6,4.1,11.2,0.361,2.3,6.3,0.371,2.2,2.7,0.816,1.8,2.2,0.4,1.8,2.3,3.3,1.4,0,12.7
Dequon Miller,MSU,32,34.7,4.1,11.5,0.358,1.8,5.5,0.326,2.7,3.8,0.691,2.6,1.9,0.5,2.6,3.1,3,0.6,0,12.7
Jalen Jones,UTA,35,25.1,4.4,9.6,0.46,1.4,4,0.357,2.4,3,0.808,0.8,2.1,1.9,3.3,5.2,1.2,0.8,0,12.7
Erick Neal,UTA,34,31.4,4.1,10.5,0.388,1.9,5.9,0.33,2.6,3.6,0.73,2.6,2.8,0.9,3.1,4,6.2,1.6,0.1,12.7
Jordan Fouse,UWGB,36,31.6,4.4,10.6,0.412,1.1,3.7,0.308,2.8,3.8,0.732,2.2,3,2,6.3,8.3,3.3,2.1,1.4,12.7
Justin Edwards,KSU,33,31.6,4.4,9.9,0.442,1.2,3.5,0.325,2.7,3.9,0.692,2.2,2.2,2.5,3.5,5.9,2.8,1.8,0.5,12.7
J.C. Fuller,WIU,27,29,4.6,11.5,0.397,1.4,3.9,0.352,2.2,2.5,0.881,1.9,1.9,0.9,3.6,4.5,1.9,0.6,0.3,12.7
Joe Rosga,UD,29,33.2,4,8.3,0.479,1.3,3.3,0.389,3.4,3.9,0.885,1.7,1.8,0.6,1.9,2.4,2.2,1.4,0,12.7
Isaiah Cousins,OU,37,33.3,4.6,11.2,0.406,1.8,4.3,0.411,1.8,2.6,0.67,2.4,1.7,0.6,3.8,4.5,4.5,1.4,0.3,12.6
Brian Pegg,STET,34,28.7,5.4,9.4,0.576,0,0,0,1.8,3.5,0.504,2.3,3.2,3.4,6.4,9.8,1.1,0.9,1,12.6
Kayel Locke,UNCG,34,30.3,4.9,10.9,0.455,0.9,2.9,0.309,1.9,3.2,0.587,1.9,2.1,1.6,3.9,5.4,1.6,0.5,0.1,12.6
Aakim Saintil,LIU,31,29.2,3.6,9.8,0.368,1.1,4.2,0.262,4.3,5.4,0.807,2.9,3.4,0.4,1.8,2.2,4.7,1.5,0,12.6
Sabri Thompson,NSU,28,27.4,4.2,9.8,0.432,2,5.1,0.389,2.2,2.7,0.816,1.9,2.1,1,2.2,3.2,2.2,0.6,0.3,12.6
Brandon Brown,LMU,31,31.7,4.6,12.3,0.378,0.7,2.5,0.282,2.6,3.5,0.757,2.5,1.7,0.9,1.5,2.4,5.7,1.4,0,12.6
Kenny Kaminski,OU,33,30.4,4,10.3,0.387,2.5,6.9,0.362,2.1,2.4,0.863,1.2,2.2,0.4,3.3,3.7,1.2,0.5,0.3,12.6
Billy Garrett,DEP,30,28,3.9,9.8,0.395,0.9,3.4,0.277,3.9,4.8,0.819,2.5,2.7,0.3,2.7,2.9,3.5,0.7,0.3,12.6
Michael Carey,WC,34,29.1,4.4,8.8,0.503,0.4,1.6,0.273,3.3,4,0.81,1.6,2.5,3.2,5.9,9.1,1.5,0.7,0.8,12.6
Marcus Paige,UNC,34,31.6,4.1,10.4,0.398,2.2,6.1,0.356,2.1,2.7,0.774,1.2,1.5,0.4,2.1,2.5,3.8,1.1,0.4,12.6
Kevin Mays,CSUB,33,24.8,4.8,9.4,0.518,0.2,0.6,0.35,2.7,4,0.672,1.2,2.8,3.5,4.5,8,1,1,0.3,12.6
Antonio Blakeney,LSU,33,30.8,4.2,9.8,0.425,1.6,4.7,0.335,2.7,3.6,0.748,0.8,1.5,0.8,2.7,3.5,0.9,0.7,0.2,12.6
Angel Rodriguez,UM,35,30.2,4.1,9.3,0.442,1.6,4.7,0.341,2.7,3.4,0.8,2.5,2.6,0.7,1.9,2.5,4.5,1.7,0.2,12.6
Jontrell Walker,UIW,28,23.5,3.7,9.6,0.384,1.7,5.1,0.336,3.5,3.8,0.933,2.3,1.8,0.4,1.2,1.6,1.9,1,0.1,12.6
Shivaughn Wiggins,CCU,30,32.5,3.5,8,0.44,1.1,2.9,0.375,4.4,6.3,0.698,1.6,1.8,0.6,2.4,3,3.6,1.5,0.1,12.6
Tony Parker,UCLA,32,25.1,5.1,9.5,0.539,0,0,0,2.3,4.7,0.493,1.7,3.2,3.2,4.9,8.2,0.7,0.6,1,12.6
J.T. Yoho,WRST,34,30.4,4.8,10.9,0.442,1.5,3.8,0.395,1.5,2.1,0.704,2.2,2.4,0.6,4.3,4.9,2.4,0.5,0.1,12.6
Trey Kell,SDSU,38,28.5,4.2,10.3,0.405,1.9,4.9,0.384,2.4,3.6,0.667,1.8,1.3,0.8,3,3.7,1.4,0.8,0.2,12.6
Jordan Johnson,UWM,33,35.2,3.5,8.1,0.433,0.8,2.5,0.321,4.7,6,0.788,2.8,1.9,0.6,3,3.6,8.1,0.9,0,12.5
Junior Robinson,MSMU,33,28.8,4.1,10.6,0.385,1.5,4.4,0.342,2.8,3.4,0.839,2.5,2.3,0.4,1.4,1.8,3.1,1.2,0,12.5
Caleb White,ECU,30,32.1,4.3,10.1,0.424,2.3,6.1,0.38,1.6,2,0.8,1.8,1.9,0.4,2.7,3.1,2.5,0.8,0.1,12.5
Daniel Dixon,W&M,30,29.6,4.4,11,0.401,2.3,6.6,0.354,1.4,1.9,0.724,1.4,2,0.3,3.5,3.8,1.8,0.5,0.7,12.5
Ivan Rabb,Cal,34,28.7,4.7,7.7,0.615,0,0.1,0.5,3,4.5,0.669,1.5,3.1,2.8,5.8,8.5,0.9,0.5,1.2,12.5
Daniel Hamilton,UConn,36,32,4.4,11.4,0.387,1.3,3.9,0.331,2.4,2.8,0.86,2.4,1.8,0.9,8,8.9,4.7,1.1,0.4,12.5
Jarvis Garrett,URI,31,34.3,4.4,10.4,0.418,1.4,3.4,0.419,2.4,3.4,0.698,2.4,1.9,0.9,2.8,3.7,4.7,1.1,0.1,12.5
"Marcus Johnson, Jr.",UALR,35,30.6,4,8.5,0.473,2.1,4.6,0.466,2.4,3,0.783,1.3,1.1,0.6,2.5,3.1,1.5,0.8,0,12.5
Tra-Deon Hollins,UNO,32,32.4,4.2,9.1,0.462,0.8,2.8,0.284,3.3,4.4,0.745,3,2.7,1.2,3.5,4.8,6.1,4,0.4,12.5
David Nwaba,POLY,30,28,4.4,9.5,0.462,0.1,0.5,0.143,3.6,5.8,0.623,2.1,2,2.2,4.2,6.3,3.5,1.2,0.5,12.5
Ja'Dante' Frye,NSU,34,26,4.2,9,0.472,0.7,2.1,0.352,3.3,4.1,0.806,2.1,1.6,0.9,3.7,4.6,1.1,0.8,0.3,12.5
Bryce Scott,LC,28,31.7,4.3,9.2,0.463,2.6,6,0.437,1.3,1.8,0.74,1.2,1.8,0.5,2.5,3,2.2,0.9,0.2,12.5
Ben Millaud-Meunier,SFU,30,27.2,3.6,9.1,0.391,2.7,6.6,0.402,2.7,3,0.91,1.3,1.4,0.4,2.5,2.9,1.8,0.7,0.1,12.5
Zay Jackson,SELU,33,32.2,4.3,10.7,0.406,1.4,4.1,0.346,2.4,3.2,0.745,3.6,2.5,0.8,3.5,4.2,4.8,1.3,0.2,12.5
Diamond Stone,UMD,35,22.6,4.8,8.4,0.568,0,0,0,2.9,3.8,0.761,1.5,2.3,2.2,3.2,5.4,0.4,0.5,1.6,12.5
Peter Hooley,ALB,33,32.9,3.9,10.4,0.379,1.2,5,0.244,3.4,4.4,0.76,2.2,1.1,0.5,4.1,4.6,2.7,0.9,0.1,12.5
Ryan Arcidiacono,VILL,40,32,4.1,9.3,0.445,1.9,4.8,0.394,2.3,2.8,0.836,1.5,1.5,0.4,2.5,2.9,4.2,1.4,0,12.4
Trevis Wyche,SPC,29,32.1,4.6,9,0.511,0.9,2.1,0.426,2.3,3.1,0.744,2.2,2.1,0.5,2.6,3.1,4.5,1.2,0.1,12.4
Rob Edwards,CSU,32,31.1,4.1,10.3,0.393,1.5,3.9,0.395,2.8,3.7,0.748,3.4,2.2,0.7,3.2,3.9,1.4,1.2,0,12.4
Adam Weary,HP,30,27.8,4.6,9,0.513,0.6,1.6,0.383,2.6,3.5,0.76,1.7,2.6,0.9,2.5,3.4,3.1,1.2,0.2,12.4
Ako Kaluna,NAU,30,31.5,4.6,11.2,0.409,1,3.3,0.306,2.2,3.5,0.644,1.7,2.7,1.7,5.5,7.2,1.2,0.7,0.6,12.4
Bogdan Bliznyuk,EWU,34,33,4.4,9.7,0.447,1.3,3.6,0.355,2.4,3.1,0.798,2.5,3.1,1.6,5.1,6.8,3,1.2,0.7,12.4
Ethan Happ,UW,35,28.1,4.7,8.7,0.538,0,0,0,3.1,4.8,0.643,2.2,3,2.5,5.4,7.9,1.3,1.8,0.9,12.4
Quadir Welton,SPC,30,31.6,4.4,9.3,0.477,0,0,0,3.5,6.2,0.567,2.2,2.9,3.1,5,8.2,1.7,0.8,1.1,12.4
Mark Alstork,WRST,35,26.6,4,9.3,0.432,1.5,4.1,0.378,2.9,4.1,0.694,1.6,2.9,0.7,4,4.7,1.7,0.8,0.6,12.4
Trelun Banks,SUBR,33,34.3,4.1,11.2,0.368,1.7,4.6,0.364,2.5,3.9,0.636,2.4,2.3,0.7,2.1,2.8,2.2,1,0,12.4
Jayrn Johnson,PVAMU,31,26,4.2,10.4,0.406,1.8,4.8,0.369,2.2,2.9,0.736,1.8,3,0.8,1.8,2.7,1.1,1.7,0.5,12.4
Desi Rodriguez,SHU,34,26,4.4,8.8,0.503,0.9,2.4,0.386,2.6,3.7,0.69,1.7,1.9,1.5,3.5,5,1.4,1.6,0.2,12.4
Troyce Manassa,SST,32,29.6,4,9.7,0.413,0.7,2.2,0.314,3.7,4.6,0.803,2.3,2.3,0.7,4.4,5.1,2.4,1,0.5,12.4
"Terry Harris, Jr.",CSU,30,30.4,4.1,11.3,0.363,0.6,2.7,0.22,3.6,4.9,0.728,1.8,2.4,2.2,5,7.2,1,0.6,0.8,12.4
BaeBae Daniels,UNF,34,25.5,4.7,9,0.523,0.9,2.5,0.341,2.1,3,0.703,1.5,3,2.1,3.1,5.2,1.4,0.8,2.1,12.4
Mandell Thomas,FORD,26,27.8,4.4,10.5,0.419,2,5,0.4,1.6,2.5,0.641,1.4,1.9,0.4,3.2,3.6,1.9,2.1,0.2,12.3
Kellon Thomas,KSU,32,31.5,3.8,10.2,0.373,1.4,4.5,0.315,3.3,4.6,0.726,1.5,2.4,0.3,1.8,2.1,2.6,0.6,0,12.3
Dorian Pickens,SU,30,29.3,3.9,9.3,0.418,1.7,4.8,0.361,2.8,3.8,0.737,1.1,2.2,1.4,2.3,3.6,1.9,1,0.1,12.3
"Robert Carter, Jr.",UMD,36,26.4,4.7,8.5,0.554,0.7,2.2,0.333,2.1,2.9,0.74,2.2,2.8,1.7,5.2,6.9,1.9,0.8,1.2,12.3
Kavin Gilder-Tilbury,TSU,31,28.7,4.2,9.1,0.461,1.4,3.8,0.376,2.5,3.5,0.72,2.2,2.8,1.4,2.6,4,1.8,1,0.4,12.3
Shonn Miller,UConn,36,25.7,4.7,8.2,0.572,0.2,0.7,0.375,2.6,3.2,0.802,0.6,3,1.2,3.9,5.2,0.6,0.9,0.9,12.3
L.J. Peak,GU,33,25,4.1,8.4,0.491,1.2,2.8,0.409,2.9,3.8,0.748,1.7,3.5,0.7,2.6,3.3,1.7,0.8,0.6,12.3
Chris Davenport,UNF,34,27,4.5,8.5,0.529,1.1,2.9,0.37,2.2,3,0.718,2.7,2.8,1.3,5.9,7.2,3.2,0.7,2,12.3
Chace Franklin,JSU,34,30.1,4,11.1,0.364,1.5,4.6,0.335,2.7,3.9,0.695,2,2.3,1.1,4.1,5.2,2.6,1.4,0.4,12.3
Brian Bernardi,HOF,34,36,4,10,0.4,2.6,6.6,0.388,1.7,2,0.866,1.4,1.5,0.1,1.6,1.8,1.5,0.7,0.1,12.3
Kevin Larsen,GW,38,33.9,4.3,8.7,0.498,0.4,0.9,0.472,3.1,4.3,0.721,1.8,2.2,2.8,5.4,8.2,2.6,0.9,0.7,12.3
Cameron Johnson,C of C,31,33.1,4.4,10.2,0.429,1.8,4.6,0.385,1.7,2.6,0.662,2.1,3,0.7,2.8,3.5,2.4,1.2,0.5,12.3
Cullen Neal,UNM,31,30.2,3.9,11.1,0.35,1.7,5.2,0.327,2.8,3.8,0.744,3.3,2.9,0.4,2.4,2.8,3.7,0.8,0,12.3
Sterling Gibbs,UConn,36,32.9,3.5,9,0.387,2.2,5.7,0.387,3.1,3.6,0.855,1.6,1.6,0.3,1.9,2.2,2.3,0.9,0,12.2
Matt Howard,PENN,28,30.7,4.5,9.7,0.461,1.2,4.1,0.284,2.1,3.2,0.674,1.5,2.5,1.7,4,5.7,1.1,0.9,0.4,12.2
Chauncey Collins,TCU,32,31,3.3,8.5,0.387,2.1,5.2,0.395,3.6,4.6,0.784,2,2.7,0.5,2.5,3,2,0.8,0.1,12.2
Mike Williams,RU,32,27.1,4,10.5,0.38,1.6,4.9,0.316,2.7,3.4,0.796,1.5,2.2,1,2.5,3.5,1.1,1,0.4,12.2
Deion Holmes,USCU,32,25.1,4.3,11.8,0.362,1.7,5.2,0.321,2,2.5,0.8,2.1,2.2,1,1.6,2.6,1.4,0.6,0.2,12.2
Fred VanVleet,WSU,31,29,3.8,9.8,0.39,1.4,3.6,0.381,3.2,3.9,0.817,1.7,1.7,0.4,2.9,3.2,5.5,1.8,0.1,12.2
Joel Hernandez,LIU,31,30.4,4.6,10.2,0.451,0.7,2.5,0.276,2.4,3.8,0.632,1.5,2.3,1.8,4.3,6.1,1.1,0.9,0.3,12.2
Yunus Hopkinson,SFC,32,28.8,3.7,10.8,0.342,2.3,6.4,0.364,2.5,3,0.842,2.3,1.7,0.3,2.2,2.5,2.9,0.8,0,12.2
Armani Moore,UT,33,32.7,4.5,10.9,0.414,0.5,1.7,0.316,2.6,4.7,0.565,2.6,2.8,1.9,5.7,7.6,4.1,1.2,1.6,12.2
Montel James,L-IL,29,26.4,4,9.1,0.437,0.1,0.6,0.176,4.2,5.5,0.756,1.8,2,1.8,5.3,7.1,0.4,0.8,1,12.2
Tamarcio Wilson,ASU,29,31.1,4.2,10.3,0.405,1.3,4.4,0.289,2.6,3.6,0.721,2.8,1.4,0.4,2.7,3.1,1.8,0.7,0.1,12.2
Malik Morgan,TU,34,31.6,4.5,10.7,0.422,1.9,5.3,0.35,1.3,2,0.638,2.5,2.4,1.1,4,5.1,2.4,1.4,0.4,12.2
Franko House,BSU,35,27,4.3,8,0.541,0.1,0.4,0.2,3.4,4.8,0.71,1.9,3.3,2.4,3.4,5.8,2.1,0.7,0.5,12.2
Rasean Simpson,MSU,25,32.3,4.2,8.8,0.475,0.1,0.2,0.5,3.8,5.3,0.707,1.6,2.9,2.6,4.2,6.8,0.7,1.4,0.3,12.2
Trae Bell-Haynes,UVM,36,27.6,3.8,7.9,0.472,0.7,1.8,0.394,4,5,0.799,2.7,2.4,0.4,2.2,2.7,3.5,1.1,0.1,12.2
Camyn Boone,MSU,31,25,4.6,9.2,0.504,0,0,0,3,4.3,0.692,1.4,2.1,1.9,4.6,6.5,1.2,0.3,0.5,12.2
Marcus Graves,CSUS,31,34.4,4.1,9.8,0.416,1,3.5,0.278,3,4.5,0.681,2.1,3.1,0.4,3.5,3.9,4.4,1.6,0,12.2
Frederick Edmond,WKU,33,28.9,4.9,8.6,0.572,0.2,0.6,0.381,2.1,3.8,0.544,2.2,1.6,1.2,4.8,5.9,2.7,1,0.5,12.2
R.J. White,UNCG,33,27.2,5.1,8.2,0.616,0.2,0.8,0.296,1.8,2.8,0.638,1.8,3.4,2.1,4.8,6.9,1.1,0.7,1,12.2
Justin Jackson,UNC,40,28.4,4.8,10.4,0.466,0.9,3,0.292,1.6,2.4,0.667,1.1,1.7,1.8,2.1,3.9,2.8,0.6,0.4,12.2
Nikola Jovanovic,USC,34,25.8,4.5,8.6,0.524,0.2,0.4,0.538,2.9,4.4,0.653,1.4,2.4,2.1,4.9,7,0.4,0.3,0.8,12.1
Tre McLean,UTC,35,31,4.3,9,0.478,1,2.7,0.365,2.5,3.2,0.786,2.1,2.3,1.7,4.6,6.3,2.5,1.6,0.7,12.1
James McGee,SUU,28,27.5,3.7,8.7,0.428,2.7,6.5,0.418,2,2.2,0.889,1.4,2,0.2,1.7,1.9,1.6,0.9,0.1,12.1
Mamadou Ndiaye,UCI,37,23.2,4.6,6.8,0.673,0,0,0,3,4.8,0.631,2.2,2.5,2,5.2,7.2,0.6,0.2,2.4,12.1
Jalen Billups,NKU,30,19.7,4.7,8.1,0.584,0,0,0,2.7,4,0.661,1.8,2.7,1.8,3.7,5.5,0.7,0.2,1.3,12.1
Chris Kendrix,MSU,30,27.9,3.3,8.2,0.405,1.5,4.1,0.355,4,5,0.805,2,2.5,1.1,3.8,4.8,1.1,1,0.6,12.1
Casey Kasperbauer,USD,32,33.3,3.9,9.4,0.411,2.2,5.4,0.41,2.2,2.3,0.945,1,1.1,0.2,2.3,2.5,2.1,1,0,12.1
Teddy Okereafor,RU,33,35.4,3.7,9.2,0.399,1.4,4.6,0.301,3.4,4.6,0.737,3,1.4,0.4,3.8,4.2,4.5,1.1,0.2,12.1
Nathan Moran,LIP,33,27.2,3.6,9.4,0.381,2.5,6.7,0.371,2.5,2.9,0.863,2.2,2.3,0.3,2.7,3,4.6,1.3,0,12.1
Rayshawn Simmons,CMU,33,33.1,4.4,10.2,0.429,0.8,2.8,0.283,2.5,4,0.641,2.2,2.7,1.3,3,4.3,5,0.6,0,12.1
Devin Sibley,FU,35,27.4,4.1,9.2,0.45,1.3,3.8,0.328,2.6,3.8,0.677,2.3,2.4,0.7,2.2,2.9,1.7,0.5,0.2,12.1
Derreck Brooks,UCA,28,31,4.4,10.6,0.418,1.3,3.6,0.37,1.9,2.5,0.783,2,3,1.9,4.4,6.3,2.6,1.2,0.9,12.1
Aleksa Jugovic,TTU,31,31.7,3.9,8.6,0.448,2.3,5.5,0.42,2.1,2.4,0.865,1.5,1.7,0.1,2.2,2.3,2.9,0.8,0,12.1
Sean O'Brien,SIU,32,31,4.9,9.7,0.502,0.2,1.2,0.2,2.1,3.5,0.598,2,2.5,1.9,4.1,6,2,0.9,0.9,12.1
Luke Fischer,MU,33,28.2,4.8,7.9,0.608,0,0,0,2.5,3.7,0.68,1.8,2.9,3,3.1,6.2,1,0.4,1.4,12.1
Ray Sanders,ALB,33,27.5,4.1,9.2,0.441,1.2,3.4,0.369,2.7,3.5,0.769,1.8,2.7,1,3.3,4.3,2.3,1.6,0.1,12.1
Demetrius McReynolds,EIU,27,25,4.3,9.2,0.464,1.9,5,0.375,1.7,2,0.818,0.9,1.9,1.2,3.9,5.1,1.3,0.8,0.1,12.1
Devin Morgan,DESU,31,30.6,3.9,10.7,0.366,2.3,6.4,0.354,2,2.5,0.795,1.9,1.5,0.7,2.4,3.1,2.7,0.9,0,12.1
Secean Johnson,UCR,33,28.5,3.7,9,0.414,0.8,2.6,0.322,3.8,5,0.752,2.5,2.9,1.5,4.3,5.8,2,0.9,0.2,12.1
Hassan Martin,URI,26,28,4.8,8.4,0.571,0,0.2,0.25,2.4,3.9,0.614,1.8,3,2.1,3.5,5.6,0.9,0.7,2.5,12
A.J. Davis,UCF,30,31.4,3.6,9.4,0.381,0.8,2.9,0.291,4.1,5.2,0.787,2.8,2.4,1.2,4.8,6,2.9,0.9,0.5,12
Delante Jones,AU,30,33.2,3.9,9.1,0.426,1.3,3.5,0.368,3,4.3,0.698,2.6,2.7,0.9,2.7,3.6,1.8,0.7,0.2,12
Tyler White,NKU,30,30.6,4.2,11.8,0.359,1.5,5.5,0.267,2.1,2.7,0.768,2.5,2.6,0.4,2.4,2.7,3.5,0.9,0.2,12
Chris Jenkins,UDM,31,31.8,3.8,7.9,0.476,1.6,3.8,0.432,2.8,3.7,0.772,1.5,2.6,1,4.7,5.7,1.4,1,0.5,12
Isaiah Pineiro,PSU,31,22.8,4.4,8.7,0.507,0.3,0.9,0.321,2.9,3.8,0.763,1.5,3.3,1.4,4.1,5.5,1.1,1.1,0.5,12
Durand Johnson,STJ,32,27.7,4.1,11,0.373,1.8,5.3,0.329,2.1,2.8,0.736,1.8,2.9,0.5,3.3,3.8,1.7,1.2,0.3,12
Robert Champion,HC,35,27.5,4.1,9.3,0.443,1.7,4.6,0.36,2.1,3.1,0.682,1.6,2.7,0.7,4.1,4.8,1.5,1,0.2,12
V.J. Beachem,ND,36,31.3,4.4,9.3,0.476,2.4,5.5,0.444,0.8,1.3,0.574,0.9,1.7,0.8,3.1,3.9,0.8,0.8,0.8,12
Chris Boucher,UO,38,25.8,4.2,7.7,0.537,1,3,0.339,2.7,3.9,0.685,1.1,2.7,2.7,4.7,7.4,0.4,0.8,2.9,12
Dwayne Sutton,UNCA,34,30.5,3.9,8.3,0.47,0.6,2.1,0.314,3.6,5.7,0.632,1.7,2.6,2.3,5.4,7.7,1.3,1.6,0.7,12
Perrin Buford,MTSU,35,29.1,4.7,9.3,0.506,0.5,1.1,0.421,2.2,3.2,0.685,1.9,2.6,1.8,4.1,5.9,2,0.7,1.1,12
Dedrick Basile,CSUB,33,29.3,4.6,9.8,0.469,1.5,4.2,0.362,1.3,1.8,0.724,1.8,2.4,0.7,2.7,3.3,3.7,1.8,0.2,12
Trent Mackey,UNF,34,34.5,3.7,8.2,0.452,3.2,7,0.46,1.4,1.6,0.821,1.1,2,0.4,2,2.4,1.8,0.6,0.1,12
Treg Setty,OU,35,28.1,4.4,9.1,0.486,0.9,2.5,0.372,2.2,3.1,0.722,1.6,2.8,1.5,3.6,5.1,0.9,0.8,0.3,12
Alex Anderson,UTM,35,32.3,3.7,10,0.374,2.7,7.5,0.36,1.8,2.1,0.865,1.2,0.8,0.3,2.3,2.6,2.1,0.4,0,12
Willie Mangum,EMU,33,24.5,4.2,10.9,0.385,2,5.5,0.361,1.6,2.3,0.688,2.1,2.3,0.3,1.8,2.1,1.6,1.2,0.1,12
Jeremy Hemsley,SDSU,37,27.4,4,9.2,0.43,1.1,3.2,0.356,2.9,3.8,0.759,1.9,2.2,0.5,1.9,2.4,1.8,0.7,0.3,12
Justin Bibbins,LBSU,33,31.1,3.5,7.9,0.439,1.6,3.7,0.438,3.4,4,0.855,2,2.7,0.4,2.8,3.2,5,1.1,0,12
T.J. Carpenter,NSU,33,29.1,3.8,10.6,0.357,1.8,6.1,0.303,2.5,3.5,0.718,2.8,3.1,0.9,4.4,5.3,2.5,1,0.2,12
Pat Birt,TU,32,27.2,3.8,10,0.374,2.4,6.7,0.366,2,2.8,0.739,1,2.2,0.6,2.8,3.3,0.8,0.6,0.1,12
Quinndary Weatherspoon,MSU,31,27,4.3,9.6,0.448,1.4,3.5,0.394,2,2.5,0.805,1.5,2.4,1.5,3.2,4.7,1.4,1.4,0.5,12
"Kanayo Obi-Rapu, Jr.",LONG,28,31.9,4.1,9.9,0.417,2.2,5.9,0.384,1.5,2,0.737,2,2.8,0.6,2.5,3.2,1.8,0.8,0.1,12
John Papale,BU,34,36.2,4.1,9.9,0.412,2.8,7,0.401,1,1.2,0.825,0.9,1.4,0.3,2.4,2.6,2.1,0.6,0.2,11.9
Dominic Artis,UTEP,33,32.2,4.2,10.4,0.404,1.2,3.8,0.331,2.3,3.5,0.658,2.1,2.2,0.8,4.3,5.1,5.2,1.2,0.2,11.9
Wesley Iwundu,KSU,33,32.4,4.2,8.9,0.478,0.2,0.9,0.2,3.3,4.7,0.692,2.9,2.4,1.2,3.4,4.5,3.7,1.3,0.2,11.9
Marin Maric,NIU,32,26.3,4.2,8.7,0.484,0.2,0.5,0.438,3.3,4.9,0.673,1.9,2.4,2.9,5.4,8.4,0.9,0.7,1.2,11.9
Frank Rogers,SJSU,31,28.8,4.3,9.4,0.459,1.2,3.5,0.343,2.1,3.1,0.684,1.8,3,2.1,5,7.1,1.5,0.7,0.7,11.9
Ronshad Shabazz,ASU,31,25.4,4.1,10.3,0.397,1.4,3.9,0.367,2.3,3.5,0.673,2.1,1.5,1,2.6,3.6,1.5,0.6,0.1,11.9
J.R. Harris,UTSA,31,28.2,3.8,10.9,0.35,2.1,6.4,0.333,2.2,2.6,0.829,1.9,2.5,0.4,2.1,2.5,1.6,0.9,0.1,11.9
Charles Oliver,NSU,34,24.2,3.4,8.5,0.394,1.7,5.1,0.337,3.5,4.2,0.819,1.3,2.4,0.6,1.6,2.2,1,0.3,0.1,11.9
Otis Livingston II,GMU,32,34.3,3.9,9.9,0.39,1.4,4.1,0.354,2.7,3.6,0.763,2.2,1.8,0.3,2.2,2.6,3.6,0.7,0,11.9
Ben Moore,SMU,29,29.8,4.6,8.4,0.549,0,0,0,2.7,3.7,0.72,1.6,2.7,2.9,4.5,7.4,2.2,0.7,1.4,11.9
Myles Taylor,UTM,33,25.8,4,6.5,0.621,0.1,0.2,0.375,3.7,4.7,0.788,1.8,3.5,2.2,3.5,5.8,0.9,0.8,0.6,11.9
Mikey Thompson,BSU,32,31.6,3.8,8.2,0.464,0.8,2.2,0.362,3.5,4.2,0.822,2,1.5,0.6,2.2,2.8,3.8,1.1,0,11.9
Will Darley,UMBC,30,29.5,4.3,8.7,0.492,1.6,3.8,0.434,1.6,1.9,0.845,1.9,1.6,0.6,3.7,4.3,1.9,0.6,0.3,11.9
Kyle Davis,BYU,37,27.1,4.7,8.7,0.545,0.2,0.4,0.467,2.2,3.7,0.603,1.9,2.5,2.3,5.2,7.5,1.2,0.7,1.3,11.9
Thomas Bryant,IU,35,22.6,4.5,6.6,0.683,0.1,0.4,0.333,2.7,3.9,0.706,1.7,2.8,2,3.8,5.8,1,0.5,0.9,11.9
