Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
James Daniel,HU,30,37.2,7.5,19.4,0.388,2.7,8,0.332,9.3,11,0.846,4.1,2.1,0.7,1.5,2.2,2.8,2,0.2,27.1
Buddy Hield,OU,37,35.4,8.1,16.2,0.501,4,8.7,0.457,4.8,5.4,0.88,3.1,2.1,1.2,4.5,5.7,2,1.1,0.5,25
Kay Felder,OU,35,36.7,7.7,17.5,0.44,2.2,6.1,0.355,6.8,8.1,0.848,3.4,3,0.7,3.5,4.3,9.3,2,0.2,24.4
Josh Adams,UW,31,36.3,7.1,16.1,0.442,3.2,8.4,0.378,6.8,8.3,0.821,3.7,2.8,0.6,5,5.6,4.3,1.4,0.6,24.2
Stefan Moody,UM,31,34.6,6.7,16.4,0.409,3.3,8.8,0.379,6.8,8.3,0.828,3.8,2.4,1,2.2,3.2,4.3,1.5,0.1,23.6
Cat Barber,NCST,33,38.7,7.5,17.3,0.434,1.3,3.6,0.361,7.2,8.3,0.865,2.6,2.2,0.6,3.9,4.6,4.5,0.6,0.1,23.5
Jack Gibbs,DAV,31,35.5,7.8,18.2,0.431,2.6,7.9,0.332,5.1,6.1,0.84,3.2,1.9,0.9,3.2,4.1,4.9,1.8,0.1,23.4
Cane Broome,SHU,30,37.5,7.9,17.7,0.445,2.2,7.1,0.311,5.2,6.8,0.768,3.8,2.4,0.6,4.4,4.9,2.9,1.7,0,23.1
Obi Emegano,ORU,29,35.4,7.2,16.7,0.434,1.8,4.6,0.381,6.8,8,0.853,1.8,2.4,1,4.2,5.1,1.8,1.1,0.3,23.1
A.J. English III,IC,28,35.9,6.8,15.7,0.433,3.4,9.1,0.37,5.6,6.8,0.836,3.6,2.1,0.5,4.5,5,6.2,1.6,0.5,22.6
Zeek Woodley,NSU,28,33,7.7,14.5,0.531,2,5,0.407,4.8,5.4,0.887,2,2.4,1.7,3.5,5.2,1.6,1,0.6,22.2
Kevin Punter,UT,26,34.1,6.8,14.8,0.46,2.2,6,0.369,6.3,7.8,0.817,2.5,2.8,0.2,3.3,3.5,3.5,1.4,0.2,22.2
Trey Freeman,ODU,38,35.1,8.5,19.8,0.429,1.3,3.8,0.349,3.7,4.5,0.829,1.3,1.8,0.6,3.7,4.2,3,1,0.1,22.1
Elijah Brown,UNM,32,33.7,6.1,14.2,0.428,2.8,7.1,0.394,6.8,8,0.851,3.4,2,0.7,4.8,5.5,3.2,1.1,0.1,21.7
Grayson Allen,DUKE,36,36.6,6.6,14.2,0.466,2.5,6,0.417,5.9,7,0.837,2,2.7,0.7,3.9,4.6,3.5,1.3,0.1,21.6
Marcus Evans,RU,32,33.5,7,14.8,0.472,1.7,5.3,0.31,5.8,7.3,0.798,3.1,2.9,0.9,3.1,4,2.8,2.2,0.2,21.5
Ben Bentil,PROV,35,34.2,7,15.2,0.462,1.5,4.5,0.329,5.5,7.1,0.782,1.9,2.8,2.7,5,7.7,1.1,0.9,1,21.1
Austin McBroom,EWU,33,37.4,6.4,14.8,0.434,3.5,8.7,0.402,4.6,5.6,0.832,2.8,1.6,0.6,1.9,2.5,3.7,1.1,0,21
Andrew Andrews,UW,34,33.8,5.3,13.5,0.393,2.3,5.6,0.401,8,9.4,0.85,2.8,2.8,1.5,4.3,5.7,4.9,1.4,0,20.9
Marvelle Harris,CSUF,35,36.7,6.9,16.8,0.407,1.9,5.8,0.325,5.1,6.8,0.752,2.2,2.9,0.5,4.1,4.7,4.5,2.2,0.6,20.7
Jared Brownridge,SCU,31,35.8,6.3,15.8,0.397,2.9,7.6,0.386,5.1,6.2,0.832,1.9,2.2,0.4,2.8,3.2,2.3,0.7,0.2,20.6
D.J. Balentine,UE,34,37.1,7.1,16,0.442,1.7,5,0.339,4.7,6,0.784,2.7,1.7,0.8,2.6,3.3,4.4,0.7,0.3,20.5
Georges Niang,ISU,35,33.2,8.1,14.8,0.546,1.6,4.1,0.392,2.7,3.4,0.807,2.6,3.2,1.3,4.9,6.2,3.3,0.9,0.6,20.5
Kyle Wiltjer,GU,36,33.6,7.2,14.7,0.491,2.5,5.7,0.437,3.5,4.1,0.857,2.1,1.8,1.7,4.6,6.3,1.5,0.4,0.8,20.4
Khallid Hart,MAR,28,36.5,5.9,13.2,0.444,2.6,6.7,0.383,6,7.2,0.841,2.2,2.3,0.4,2.3,2.6,2.1,1.5,0.1,20.3
Cameron Morse,YSU,30,33.5,6.7,14.2,0.471,2.1,5.2,0.413,4.7,5.8,0.811,1.7,1.6,0.3,2.4,2.7,3.1,1.5,0.1,20.3
Devin Watson,USF,30,34.7,6.4,15.3,0.418,2.2,6.2,0.349,5.3,7.2,0.733,3,1.8,0.3,2.2,2.5,4.9,0.9,0,20.3
Pascal Siakam,NMSU,34,34.6,8.1,15,0.538,0.1,0.4,0.2,4,5.9,0.678,2,2.7,3.9,7.7,11.6,1.7,1,2.2,20.2
DeSean Murray,PC,31,29.1,7.5,13.8,0.543,0,0.2,0,5.3,6.8,0.773,3.1,3,2.4,5,7.4,1.7,2,0.5,20.2
Ethan Telfair,ISU,31,35.7,5.8,14.5,0.398,2,5.3,0.387,6.6,7.6,0.869,3.6,2.5,0.9,3.1,4,5.4,2.4,0.1,20.2
Jordan Howard,UCA,28,34.9,6.2,14.7,0.426,3.4,7.9,0.428,4.3,4.9,0.876,2.2,1.2,0.6,2.7,3.4,2.8,0.6,0.1,20.2
James Kelly,MU,33,30.6,7.9,14.5,0.543,1.5,4.8,0.308,2.8,3.8,0.746,2.3,2.8,1.8,8,9.8,1.2,1.3,1.1,20.1
Quinton Hooker,UND,32,35.5,6.6,13.5,0.487,1.6,4.2,0.383,5.3,6.2,0.858,1.8,2.2,1.2,3.7,4.9,3.5,1.9,0.2,20.1
Jamal Murray,UK,36,35.2,6.8,14.9,0.454,3.1,7.7,0.408,3.3,4.2,0.783,2.3,2.1,1.5,3.7,5.2,2.2,1,0.3,20
Alex Hamilton,LTU,33,35.3,6.5,13,0.498,1,3.5,0.298,5.9,8.4,0.708,3.2,1.6,1,4.7,5.7,6.2,2,0.5,19.9
Jameel Warney,SB,33,32.9,8.2,13.1,0.628,0,0,0,3.4,5.4,0.624,1.3,2.2,4.5,6.3,10.8,1.6,0.9,3,19.8
Q.J. Peterson,VMI,30,33.5,6.3,15.6,0.405,2.8,7.7,0.361,4.5,4.9,0.905,2.7,2.2,1.6,4.7,6.3,2.8,1.4,0.5,19.8
Tanner Plomb,USMA,28,31.4,6.8,16,0.423,2.9,8.1,0.352,3.4,4.6,0.736,1.7,1.7,0.6,5.1,5.8,1.5,0.9,0.3,19.8
Dikembe Dixson,UIC,30,36.7,6.4,17.3,0.369,1.4,4.5,0.304,5.6,8.5,0.66,4.1,2.6,1.4,5.9,7.3,1.8,1.2,0.5,19.8
Dallas Moore,UNF,34,35.6,7.5,14.6,0.516,1.9,4.8,0.395,2.8,4,0.711,1.9,0.8,0.6,3.4,4,6,0.9,0.1,19.8
Marcus Posley,STBN,31,37.2,6.4,15.2,0.418,2.6,7.4,0.36,4.3,5.3,0.806,2.4,2.5,0.7,2.7,3.4,3.6,1.3,0.1,19.6
John Brown,HP,28,29.6,7.6,12.6,0.602,0,0,1,4.4,6.3,0.701,1.7,2.1,3.2,3.9,7.1,2.2,1.7,1.8,19.6
Max Landis,IPFW,33,37.2,5.9,13.1,0.453,3.8,8.3,0.456,3.7,4.5,0.812,2.2,1.3,0.2,2,2.1,3.7,0.9,0,19.3
Nathan Boothe,U of T,32,31.5,7.5,15.2,0.496,1,2.8,0.375,3.2,3.9,0.824,2.2,2.6,1.9,7.1,9,3.3,0.7,1,19.3
"Anthony Beane, Jr.",SIU,32,34.3,6.5,15,0.432,2.2,6.1,0.371,4,5.2,0.772,2.7,2.8,0.7,3.2,3.8,1.8,1.1,0,19.3
Justin Robinson,MU,36,32.9,5.9,13.6,0.439,2.2,5.6,0.394,5.1,6.1,0.845,2.2,1.5,0.6,3.2,3.8,3.7,2.2,0,19.2
Cameron Forte,PSU,31,29.3,7.9,13.6,0.58,0,0.1,0.5,3.5,6.3,0.552,3.2,2.1,3.4,5.9,9.3,2.6,1,0.5,19.2
Jordan Price,LU,31,37.7,6.3,16.1,0.39,2.9,7.9,0.365,3.8,5.3,0.718,3.3,2.2,0.7,4.8,5.5,3,1.1,0.4,19.2
Denzel Valentine,MSU,31,33,6.6,14.3,0.462,3.4,7.5,0.444,2.6,3.1,0.853,2.7,1.7,0.8,6.7,7.5,7.8,1,0.2,19.2
Ben Simmons,LSU,33,34.9,6.5,11.7,0.56,0,0.1,0.333,6,9,0.67,3.4,2.8,3.1,8.6,11.8,4.8,2,0.8,19.2
Ladarius Tabb,AAMU,29,34.5,6.9,15.8,0.44,1.6,5.3,0.294,3.5,5.5,0.637,1.7,2.5,2,4.9,6.9,0.7,1.4,0.3,18.9
Martin Breunig,UM,33,30.5,6.9,11.1,0.621,0.1,0.3,0.3,5,7.1,0.708,2.2,3.3,2.9,6.1,9,1.5,0.7,1.1,18.9
Jarrod Uthoff,UI,33,31.5,6.6,14.8,0.448,2,5.2,0.382,3.7,4.5,0.813,1.2,1.5,1.5,4.9,6.3,1.1,1,2.5,18.9
Matt Morgan,COR,27,30.7,5.9,14.2,0.415,2.6,7.9,0.329,4.5,5.6,0.808,1.9,1.7,0.4,2.7,3.1,2,1.4,0.4,18.9
Shawn Long,LA,34,30.6,6.8,13,0.524,0.5,2,0.269,4.7,6.9,0.681,2.7,2.8,4,8.1,12.1,1.4,0.7,1.8,18.9
Pancake Thomas,UHA,30,34.6,5.9,13.6,0.437,2.7,6.3,0.426,4.3,5.2,0.827,1.8,2.4,1,5.4,6.4,2.8,1.2,0.2,18.9
Chris Horton,APSU,36,33.7,6.9,11.5,0.599,0,0,0,5,8.1,0.621,2.7,2.1,4.9,7.1,12,1.5,1.4,1.8,18.8
Keon Johnson,WIN,32,34.4,5.6,12.3,0.452,2.4,6.2,0.394,5.2,6.2,0.833,2.2,1.9,0.5,3.6,4.2,2.5,0.9,0,18.7
Trey Davis,UMass,32,34,5.8,14.7,0.391,2.6,7.1,0.366,4.6,5.3,0.876,2.8,2,0.6,4,4.6,3.2,1.2,0.1,18.7
Jaron Blossomgame,CLEM,31,34.2,6.5,12.6,0.513,1.5,3.3,0.446,4.3,5.5,0.782,1.8,2,1.8,4.9,6.7,1.5,0.7,1.3,18.7
Kendrick Ray,KENN,31,34.2,6.9,14.2,0.485,1.3,3.7,0.36,3.5,5,0.714,2.5,3.1,1.4,4.2,5.6,2.7,1.4,0.2,18.7
Frank Eaves,ASU,31,31.1,5.5,14.4,0.381,2.7,7,0.384,5,6.2,0.817,2.3,2.3,0.6,3.1,3.7,2.2,0.8,0,18.7
Jimmy Gavin,WIN,32,33.8,6.1,12.8,0.478,2.9,7.2,0.41,3.5,4.2,0.828,2.1,1.8,0.5,2.4,2.9,3,0.8,0.1,18.7
Tyler Hall,MSU,31,32,6.5,14.3,0.457,3.1,7.2,0.43,2.5,2.9,0.867,1.8,2.2,0.8,4.4,5.3,1.6,0.9,0.3,18.6
Yonel Brown,KENN,31,38.8,6.4,15.4,0.414,2.5,7,0.364,3.3,4.2,0.792,2.5,2,0.7,2.7,3.4,2.5,1.1,0,18.6
Marcus Romain,MVSU,30,29,6.3,14.3,0.438,1,2.9,0.341,5.1,6.7,0.76,3.6,2.3,1,4.4,5.4,2.4,1.1,0.4,18.6
Kori Babineaux,JAC,32,35.9,8,17.2,0.468,0.3,1,0.273,2.2,3.5,0.628,2.8,2.3,0.7,4.2,4.8,3.8,1,0.2,18.6
Ge'Lawn Guyn,ETSU,35,32.6,6.3,14.5,0.432,2.7,6.4,0.422,3.3,4.4,0.752,2,2.1,0.6,3.4,4,1.9,1.1,0.8,18.5
Chris Clemons,CAM,30,32.2,6.2,14.6,0.424,3.1,8.2,0.374,3.1,3.6,0.844,1.9,2.5,0.3,3.4,3.7,1.8,1.5,0.3,18.5
Micah Mason,DUQ,33,35.7,6.3,13.4,0.469,3.6,8.5,0.423,2.3,2.8,0.835,2.1,1.9,0.2,2.8,3.1,4.5,0.9,0.1,18.4
Majok Deng,ULM,31,36.3,6.2,13,0.478,1.9,5.1,0.373,4.1,5,0.813,2.2,2.5,1.6,5.4,7,1.9,0.7,1.6,18.4
Paris Bass,UDM,24,29.8,6.6,14.2,0.465,0.9,2.8,0.324,4.2,6.2,0.685,3.4,3.5,2.1,5.9,8,2.1,1.4,1.4,18.4
T.J. Cline,RICH,32,30,7.1,12.8,0.559,1.4,3.7,0.37,2.8,4.3,0.642,2.2,2.7,1.2,4,5.2,3.8,0.7,0.1,18.4
Alec Peters,VAL,37,32.1,6,11.9,0.505,2.5,5.6,0.44,3.8,4.5,0.85,1.7,2.1,2.5,5.9,8.4,1.3,0.7,0.3,18.4
Damon Lynn,NJIT,35,37.8,5.6,15,0.374,3.3,10,0.331,3.8,4.6,0.832,2,1.2,0.3,2.7,3,3.3,1.6,0.1,18.3
Alec Wintering,UP,32,31.6,5.7,12.8,0.444,1.3,3.4,0.398,5.5,7.1,0.78,3.2,2.7,0.6,2.8,3.3,4.9,1.5,0,18.2
Malcolm Brogdon,UVA,37,34.1,6.2,13.6,0.457,2,5.2,0.391,3.8,4.2,0.897,1.4,2.1,0.5,3.5,4.1,3.1,0.9,0.2,18.2
Torrance Rowe,TTU,31,35.5,5.7,13.9,0.412,2.6,7.6,0.343,4.2,4.8,0.866,2.6,1.1,0.5,2.3,2.7,4.4,0.6,0.1,18.2
Chase Fischer,BYU,37,34,5.6,13.8,0.411,3,8.2,0.367,3.9,4.7,0.827,1.5,1.7,0.4,2.4,2.8,2.1,1.1,0.1,18.2
Isaiah Whitehead,SHU,34,32.3,5.7,15.1,0.379,2.4,6.5,0.365,4.4,5.8,0.76,3.5,2.3,0.5,3.1,3.6,5.1,1.2,1.4,18.2
Isaiah Miles,SJU,36,34.4,6.2,11.8,0.523,1.8,4.7,0.385,3.9,4.4,0.887,1.2,2.8,2.3,5.8,8.1,0.9,0.6,1,18.1
Devin Patterson,UNO,32,32.7,5.7,13.3,0.428,1.8,5.2,0.352,4.9,6.1,0.804,2.7,2.6,0.4,2.1,2.5,3.2,1.8,0,18.1
Reggie Johnson,HU,32,36,6,16.2,0.37,1.7,5.8,0.292,4.4,6.1,0.722,2.8,3,1.2,2.4,3.6,4,1.7,0.1,18.1
Thomas Walkup,SFA,34,29.5,6.4,10.9,0.588,0.3,1.1,0.256,5,6.1,0.817,1.7,2.7,2.3,4.5,6.9,4.5,2.1,0.5,18.1
Malcolm Hill,U of I,34,35.1,5.6,12.9,0.436,1.1,3.5,0.314,5.7,6.9,0.821,2.2,2.6,1.3,5.3,6.6,3.3,1.2,0.4,18.1
Michael Bryson,UCSB,32,33.7,6.3,13.2,0.478,2.2,5.9,0.383,3.2,3.8,0.821,2.5,2.3,1.6,4.8,6.4,2.4,0.8,0.6,18
Thomas Wilder,WMY,32,31.8,5.4,12.7,0.425,1.4,3.6,0.391,5.9,7.4,0.79,2.1,2.7,0.7,3.5,4.2,3.1,1.6,0.1,18
Rodney Pryor,RMU,29,32.1,6.1,14.1,0.434,1.7,5.8,0.29,4,4.7,0.86,2.9,2.5,1.8,6.2,8,1.7,1.4,0.9,18
Ryan Bowie,UTSA,32,34.6,5.9,13.3,0.442,2.5,6.3,0.403,3.7,4.8,0.776,2.2,2.8,1.6,5,6.6,1.6,0.8,0.2,18
Jeremy Senglin,WSU,35,35,6.1,12.5,0.487,3,7,0.433,2.7,4.4,0.617,2.2,1.8,0.4,3.2,3.6,2.8,0.7,0.1,17.9
Derrick Colter,DUQ,34,35.9,5.7,14.1,0.403,2.4,6.9,0.343,4.2,5.1,0.827,3.2,2,0.5,3.1,3.6,4.6,1,0.2,17.9
David Walker,NU,33,38.3,5.4,12.1,0.449,2.9,7.1,0.413,4.1,4.8,0.866,1.9,0.9,0.6,3.3,3.8,4,1.4,0.4,17.9
Jaylen Adams,STBN,30,37.5,5,11.2,0.445,2.8,6.4,0.438,5.1,5.8,0.874,2.7,2.7,0.8,2.9,3.7,5,1.3,0.3,17.9
Jarelle Reischel,EKU,30,31.4,5.5,11.3,0.487,1.3,3.5,0.381,5.6,7.1,0.784,4.1,2.9,1.3,5.5,6.8,3.2,1.7,0.4,17.9
Garret Covington,WIU,27,33.8,5.9,13.3,0.444,2.9,6.7,0.423,3.3,4.1,0.793,2.2,1.7,0.4,3.7,4.1,2,0.9,0.2,17.9
Juan'ya Green,HOF,34,37.7,5.1,12.8,0.398,2,5.5,0.362,5.6,7.1,0.8,3,2.3,0.7,3.6,4.4,7.1,1.6,0.5,17.8
Omar Prewitt,W&M,31,32.2,6.1,12.3,0.493,1.4,3.8,0.364,4.3,6.1,0.704,1.9,2.3,0.8,4.4,5.2,2.5,0.8,0.5,17.8
Tookie Brown,GSU,31,30.8,5.7,13.2,0.434,1.6,4.3,0.373,4.7,5.8,0.812,2.2,2.6,0.6,2.6,3.2,3.4,1.6,0.1,17.8
Kory Holden,UD,30,36.3,6,15.3,0.394,2.3,5.9,0.388,3.4,4.2,0.795,2.9,2.1,0.5,2.5,3,4.2,0.4,0.1,17.7
Tim Kempton,LU,29,29.8,6.3,11.3,0.555,0.2,0.6,0.312,5,6.6,0.755,2.9,3.1,2.4,7.1,9.5,1.4,0.7,0.4,17.7
Evan Boudreaux,DART,27,32.1,5.7,12.6,0.455,1,2.6,0.406,5.2,6.3,0.828,2.6,2.7,2.4,7,9.4,1.1,0.8,0.3,17.7
Evan Bradds,BEL,32,30.6,6.6,9.2,0.712,0.1,0.2,0.375,4.4,6.2,0.705,2.4,2.8,2.2,7.1,9.2,2.2,0.3,0.2,17.6
Jonathan Williams,U of T,32,30.9,6.5,14.2,0.456,2.2,5.8,0.376,2.5,3.6,0.696,2.8,1.9,0.6,2.4,3,2.8,0.8,0.1,17.6
E.J. Eaves,SCSU,34,28.3,5.8,11.1,0.521,0.8,2.1,0.361,5.3,6.9,0.763,2.3,2,0.8,2,2.8,1.9,0.8,0.2,17.6
Domantas Sabonis,GU,36,31.9,6.6,10.9,0.611,0.1,0.4,0.357,4.2,5.4,0.769,2.6,3.2,3.1,8.8,11.8,1.8,0.6,0.9,17.6
Retin Obasohan,UA,33,32.3,5.8,12.4,0.471,1.5,3.9,0.372,4.4,6.3,0.699,2.5,2.5,0.6,3.2,3.8,2.6,1.4,0.3,17.6
Michael Gbinije,SU,37,37.9,6.1,13.2,0.461,2.5,6.3,0.391,2.9,4.3,0.662,2.8,2.6,1.1,3,4.1,4.3,1.9,0.4,17.5
Anthony Odunsi,HBU,33,28.8,4.7,9.8,0.475,0.4,1.2,0.333,7.7,9.2,0.839,3.5,2.1,0.8,3.8,4.6,3.7,1.2,0,17.5
Melvin Johnson,VCU,36,31.5,6.2,14.9,0.418,3.1,8,0.381,1.9,2.4,0.814,1.5,1.3,0.6,2.1,2.7,2.2,1.3,0.1,17.4
DeAndre' Bembry,SJU,36,37.2,6.6,13.8,0.479,0.9,3.6,0.266,3.2,4.9,0.657,2,2.4,1.4,6.3,7.8,4.5,1.4,0.8,17.4
Nick Faust,LBSU,35,30.9,5.9,13.4,0.436,2.5,6.7,0.366,3.2,4.7,0.685,2.3,2.6,1.4,4.6,6.1,2.2,1.5,0.5,17.4
Yogi Ferrell,IU,35,34.7,5.6,12.2,0.458,2.3,5.4,0.42,3.9,4.7,0.829,2.5,1.7,1,2.8,3.8,5.6,1.1,0,17.3
Brandon Ingram,DUKE,36,34.6,5.9,13.4,0.442,2.2,5.4,0.41,3.2,4.7,0.682,2,2.1,1.9,4.9,6.8,2,1.1,1.4,17.3
Tyler Ulis,UK,35,36.8,5.5,12.6,0.434,1.6,4.6,0.344,4.8,5.6,0.856,2,1.8,0.5,2.5,3,7,1.5,0.1,17.3
Carrington Love,UWGB,36,32.6,5.7,13.5,0.421,2.4,6.8,0.347,3.6,6.1,0.596,1.7,1.9,0.6,2.2,2.7,3.6,2.6,0.3,17.3
Devin Carter,ASU,31,35.8,5.9,12.9,0.458,2.8,6.8,0.417,2.6,3.8,0.701,1.8,2.8,1,3.4,4.4,1.9,0.7,0.3,17.3
Ron Curry,JMU,31,33.4,5.4,12.2,0.441,2.3,6.3,0.369,4.2,5.6,0.746,1.5,2,0.4,3.7,4.1,3.6,1,0.4,17.3
Jake White,UNO,32,25.9,6.2,10.8,0.568,0.7,1.3,0.512,4.2,5.2,0.81,1.5,3,2.3,3.9,6.2,0.3,0.3,0.2,17.2
Chris Hass,BU,30,31.5,5.4,12.8,0.423,2,6.1,0.33,4.4,5.3,0.829,2.1,2.2,0.8,3.2,4,1.6,1.1,0.5,17.2
Jakob Poeltl,U of U,36,30.4,6.3,9.8,0.646,0,0,0,4.6,6.6,0.692,2.1,2.3,2.8,6.2,9.1,1.9,0.6,1.6,17.2
Terry Allen,RICH,32,33.3,6,12.2,0.491,0.8,2.4,0.308,4.4,6.1,0.728,1.8,2.6,2.1,5.6,7.7,2.2,1.6,0.6,17.2
Shane Richards,MAN,31,36.3,5,12.8,0.387,2.5,6.9,0.363,4.7,5.5,0.859,2,2.5,0.6,3.2,3.8,1.7,0.9,0.1,17.2
Joel Bolomboy,WSU,33,31.6,5.8,10.2,0.573,0.6,1.7,0.364,4.8,6.9,0.697,2.4,2.2,3.3,9.3,12.6,1.1,0.7,1.2,17.1
Antonio Campbell,OU,35,28.9,6.8,12.1,0.56,1.2,3.3,0.368,2.3,3.2,0.73,1.3,3.2,2.1,8.1,10.2,0.7,0.7,1.8,17.1
Robert Hatter,COR,24,28.2,6,14.5,0.414,1.7,5,0.331,3.4,4.8,0.707,3.5,2.4,0.8,2.4,3.2,3.5,1.2,0.1,17.1
Stephen Croone,FU,33,30.3,4.9,11.4,0.429,1.4,5.2,0.275,5.9,7.7,0.767,2.5,2.4,0.3,3.2,3.5,2.5,1.2,0.3,17.1
Marc-Eddy Norelia,FGC,35,32.8,6.7,12.3,0.545,0,0.1,0,3.7,5.5,0.672,1.8,2.1,3.1,6.2,9.3,1.3,1.1,0.8,17.1
Quinton Chievous,HU,27,34.1,6.9,12,0.569,0.7,2.2,0.305,2.7,5.5,0.483,2.7,2.3,3.2,7.6,10.7,2,0.6,0.1,17
Javontae Hawkins,EKU,30,28.9,6.1,12.1,0.501,1.1,3.3,0.333,3.8,5,0.765,2.7,3.2,1.3,3.4,4.8,2.1,1,0.4,17
Mike Brown,WCU,34,34.3,5.5,13.7,0.403,1.3,4.1,0.319,4.7,5.8,0.803,3.2,3.4,2.2,3.7,5.9,3.2,1.5,0.4,17
Henry Ellenson,MU,33,33.5,5.9,13.2,0.446,0.9,3.2,0.288,4.3,5.8,0.749,2.4,2.5,2.2,7.6,9.7,1.8,0.8,1.5,17
Brice Johnson,UNC,40,28,6.7,10.9,0.614,0,0,0,3.6,4.6,0.783,1.8,2.6,2.9,7.5,10.4,1.4,1.1,1.5,16.9
Tim Derksen,USF,30,32.6,5.9,11.9,0.494,1.7,3.8,0.442,3.4,4.7,0.73,1.6,2.6,2.5,4.5,6.9,2,0.7,0.3,16.9
Josh Robinson,APSU,36,34.1,5.1,12.8,0.4,2,5.9,0.34,4.6,5.5,0.834,2.7,1.4,0.4,2.7,3.1,2.6,1,0,16.9
Maodo Lo,COM,35,32.7,6.1,13.3,0.454,2.7,7.3,0.374,2,2.9,0.703,2.1,2.1,0.8,3.1,3.9,2.9,2.2,0.4,16.9
Perry Ellis,KU,38,30.3,6.2,11.7,0.531,0.7,1.7,0.438,3.7,4.7,0.785,1.5,1.7,1.7,4.1,5.8,1.3,0.5,0.5,16.9
J.J. Frazier,UGA,34,32.1,5,12.1,0.409,2.2,5.8,0.386,4.7,5.7,0.824,1.6,2.7,0.5,4,4.5,4.4,1.4,0.1,16.9
Tim Williams,UNM,32,33.7,6.7,11.1,0.604,0,0,0,3.4,5.1,0.669,1.5,2.1,2,5.4,7.4,1,0.6,1.2,16.8
Devin Martin,UMES,30,32.9,5.8,13.7,0.424,2.2,6.2,0.36,3,4,0.756,2.4,2.1,1,3.6,4.6,2.1,1.3,0.3,16.8
Isaac Hamilton,UCLA,32,35.3,6.4,13.6,0.472,1.9,5,0.377,2.1,2.6,0.805,2.4,2.2,1,3.2,4.2,3.3,1,0.1,16.8
Marcus Colbert,MSU,31,33.5,6,14.3,0.421,1.7,4.8,0.347,3.1,4.2,0.731,2.7,3.1,0.8,2.2,3.1,5.1,1.1,0.1,16.8
"Wesley Person, Jr.",TU,31,35.1,5.5,13,0.424,3.1,8.3,0.374,2.7,3.5,0.761,1.2,1.4,0.5,3,3.5,1.5,0.2,0.2,16.8
Tyler Cavanaugh,GW,38,30.4,5.5,10.9,0.505,1.4,3.3,0.417,4.4,5.3,0.827,2.1,2.5,2,5.6,7.6,1.2,0.6,0.3,16.8
Reed Timmer,DU,31,33.1,5.4,11.6,0.462,1.3,3.2,0.404,4.8,5.9,0.813,2.4,2,0.4,3.2,3.6,2.5,0.6,0,16.8
Shavon Shields,UNL,30,30.7,6,12.8,0.47,0.9,2.6,0.364,3.8,4.9,0.769,2.4,1.8,1.3,3.8,5.1,2.7,1.3,0.3,16.8
Egor Koulechov,RU,32,34.4,5.5,13.1,0.417,2.5,7.3,0.343,3.3,3.8,0.862,1.4,2.2,1.5,5.5,7,1.3,0.9,0.2,16.8
Dion Wright,STBN,31,37.1,6.4,13.7,0.467,0.8,2.5,0.316,3.1,3.9,0.795,1.5,2.8,2.9,6.2,9.1,1.2,1,0.7,16.7
Marcus Gilbert,FU,31,32.9,5.3,12.4,0.429,2.5,6.7,0.373,3.6,4.6,0.782,2.2,2.3,0.8,4.5,5.2,1.5,0.9,0.6,16.7
Dillon Brooks,UO,38,32.8,6.1,12.9,0.47,1.3,3.7,0.338,3.3,4.1,0.806,2.3,2.9,2,3.4,5.4,3.1,1.1,0.4,16.7
Marcus Georges-Hunt,GT,36,32.4,4.9,10.9,0.454,1.1,3.2,0.342,5.7,6.9,0.823,2.1,2.6,0.9,2.5,3.4,3.3,0.9,0.4,16.7
Rashawn Thomas,TAMU-CC,33,26.4,6.2,11.3,0.552,0.1,0.5,0.25,4,5.8,0.691,3.1,3.9,2.9,5.2,8,1.1,0.9,2.3,16.6
Joshua Braun,GCU,34,30.7,4.2,9.7,0.438,2.1,5.5,0.392,6,6.9,0.868,1.3,2.1,1.6,3.6,5.2,1.1,0.8,0.7,16.6
Jerome Frink,LIU,31,33,6.4,12.6,0.503,1.2,3.2,0.378,2.7,4,0.669,2.7,3.1,3.1,5.9,9,1.3,1.3,1.3,16.6
Adrian Rodgers,SUBR,35,32.3,5.7,14.1,0.409,2.3,6.2,0.367,2.8,3.5,0.79,1.7,1.8,1,4.4,5.4,1.3,1.1,0.1,16.6
Adom Jacko,LMU,25,27.3,6.8,12.2,0.557,0,0.1,0.5,2.9,4,0.73,1.8,3.8,2.4,4,6.4,0.6,0.7,0.9,16.6
Andrew White,UNL,34,29.7,5.7,11.9,0.481,2.6,6.2,0.412,2.5,3.3,0.775,1.6,2.6,1.2,4.7,5.9,0.6,1.1,0.3,16.6
Keron DeShields,TSU,30,32.8,5.5,12.8,0.433,1.6,4.4,0.361,3.9,5.2,0.744,2.1,2.5,0.3,2.9,3.3,3,1.3,0.2,16.5
Dusty Hannahs,U of A,32,27.1,5.4,11.9,0.458,2.5,5.8,0.433,3.1,3.6,0.87,1.3,2.1,0.6,1.8,2.4,0.9,0.6,0,16.5
Yante Maten,UGA,34,30,6.2,12.6,0.496,0.2,0.4,0.533,3.8,4.9,0.783,2.2,2.7,2.6,5.4,8,0.8,0.3,1.8,16.5
