Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Kostas Mitoglou,WF,33,24.6,2.8,6.7,0.421,0.9,2.6,0.333,2.4,3,0.8,1.5,2.3,1.8,4.3,6.1,0.9,0.6,0.7,8.9
Marc Gosselin,WCU,32,27.4,3.2,7.4,0.432,0.9,2.6,0.361,1.6,2,0.8,2.3,3.2,2,4.7,6.7,1,1,0.7,8.9
Zach Gengler,PSU,31,27,3.4,6.8,0.5,0.9,2.4,0.397,1.2,1.4,0.857,1.1,2.9,0.5,1.6,2.2,2.4,1.7,0.2,8.9
Tanner Rubio,JAC,29,18,2.8,5.9,0.48,2.2,4.5,0.489,1.1,1.4,0.756,2.1,1.3,0.3,1.1,1.5,2.1,0.8,0,8.9
Conner Frankamp,WSU,36,23.9,3.1,6.9,0.446,2,4.6,0.44,0.7,0.9,0.765,0.7,0.8,0.2,1.4,1.6,2.7,0.8,0.2,8.9
Marc-Eddy Norelia,FGC,24,21.5,3.6,6.6,0.544,0,0.2,0.25,1.7,2.7,0.631,1.1,1.6,1.5,3.4,4.9,1.2,0.5,0.6,8.9
K.J. Maura,UMBC,33,32.5,2.8,6.6,0.431,1.2,3,0.4,2,2.2,0.892,1.8,1.9,0.6,2.2,2.8,4.3,1.8,0,8.9
Dmitri Thompson,ELON,32,26.2,3.3,6.8,0.484,0.6,2.1,0.273,1.7,2.6,0.663,1.6,2.3,1.2,3.8,5,1.2,0.6,0.3,8.9
John Emezie,USMA,32,22.1,2.9,6.9,0.421,0.9,2.7,0.341,2.2,2.8,0.769,2.1,2.1,0.6,2.1,2.7,1.5,1,0.4,8.9
"Aaron Walker, Jr.",MAN,32,18,3.2,7.7,0.412,0.5,2.1,0.254,2.1,3.4,0.606,2,2.4,0.7,1.7,2.4,1.7,0.9,0.2,8.9
Caleb Tanner,RU,32,21.7,2.9,7.7,0.372,2.2,5.7,0.388,0.9,1.1,0.857,1.1,0.8,0.1,0.8,0.9,1,0.2,0,8.9
Ed Drew,PC,30,26.4,3.2,7.7,0.414,0,0.3,0,2.5,3.3,0.758,1.7,2.3,2.4,3.2,5.6,0.5,0.8,0.8,8.9
Luke Morrison,USMA,30,19.9,3.2,8,0.4,2.3,6.4,0.363,0.2,0.2,0.714,1.2,1.9,0.8,3.8,4.6,0.6,0.5,0.3,8.9
Lis Shoshi,UALR,27,24.7,3.3,6.8,0.484,0.2,1,0.222,2.1,2.8,0.747,1.5,3,2.2,4.2,6.4,1.4,0.6,1.5,8.9
John Davis III,FU,34,29,3.1,7.4,0.416,1.4,3.6,0.387,1.4,2,0.687,1.4,1.7,0.4,2.9,3.3,2.8,1.2,0,8.9
Justin Gray,TTU,32,28.9,3.5,6.7,0.531,0.2,0.8,0.222,1.6,2.2,0.732,1.4,2.6,1.6,3.6,5.2,1.7,1,0.8,8.9
Maurius Hill,UALR,32,28,3.2,6.9,0.468,0.4,1.3,0.286,2.1,2.9,0.702,1.7,2.3,1.6,3.7,5.2,2,1.2,0.4,8.9
Dylan Frye,BGSU,32,23.8,3.3,7.5,0.442,1.3,3.2,0.402,1,1.4,0.705,1.2,2.2,0.4,1.8,2.2,1.2,0.5,0,8.9
Matt Van Scyoc,ISU,31,24.3,2.7,6.8,0.401,2.2,5.5,0.395,1.2,2.1,0.578,1,2.7,0.4,2.4,2.7,0.7,0.4,0.2,8.9
Deion Holmes,USCU,30,21.9,2.9,7.3,0.4,1.2,3.8,0.322,1.8,2.1,0.828,1.8,2,0.6,1.5,2.1,1.2,0.3,0,8.9
Matej Buovac,SHU,28,22.1,2.6,7.2,0.361,2.1,5.8,0.356,1.6,2,0.772,1,1.5,0.6,2.4,3,0.5,0.5,0.1,8.9
Cordell Pemsl,UI,34,19.3,3.4,5.5,0.617,0,0,0,2,3.5,0.575,1.6,2.5,1.8,3.2,5,1.1,0.7,0.7,8.9
Avery Woodson,BU,34,22.4,3,7,0.433,2.2,5.2,0.421,0.6,0.8,0.769,0.3,1.8,0.2,2.3,2.6,0.7,0.3,0.3,8.9
Broderick Newbill,UMKC,34,21.8,3.3,6.5,0.509,0.6,1.5,0.365,1.7,2.5,0.69,1.5,2.3,1,2.1,3.1,0.6,0.8,0.4,8.9
Kyre' Hamer,CAM,26,26.3,3.2,5.7,0.554,0.7,1.4,0.528,1.8,2.3,0.797,2.1,2.1,0.3,2.5,2.8,2,1.1,0.2,8.8
Donte DiVincenzo,VILL,36,25.5,3,6.5,0.466,1.2,3.2,0.365,1.6,2.3,0.699,1.4,1.6,1,2.8,3.8,1.7,0.9,0.3,8.8
J.D. Paige,CSU,36,32.5,2.8,7.6,0.371,1.2,3.6,0.349,2,2.5,0.789,1.8,2.1,0.3,2.2,2.5,2.5,0.9,0.6,8.8
Nick Griffin,SPC,36,23.2,3.1,6.9,0.445,2.1,5,0.417,0.6,0.7,0.958,0.8,1.1,0.3,1.5,1.9,0.5,0.4,0.2,8.8
Clemmye Owens,CSU,28,25.8,3.2,7.9,0.412,1.5,4.1,0.365,0.8,1.2,0.697,1.2,1.9,0.6,1.8,2.5,2,0.8,0.1,8.8
Noah Robotham,AKR,33,29.7,2.6,6.4,0.401,1.5,3.7,0.39,2.2,2.8,0.793,1.3,1.8,0.3,1.8,2.1,3,0.8,0,8.8
Casey Wells,SST,27,16.7,2.6,7.5,0.351,2.5,7,0.36,1,1.4,0.757,0.4,1.1,0.5,0.9,1.4,0.6,0.3,0.1,8.8
Kaelon Wilson,UTA,36,19.9,3.2,6.2,0.522,0.4,1.8,0.222,1.9,2.9,0.651,1.4,1.8,0.9,1.9,2.8,1.2,0.8,0.1,8.8
"Daxter Miles, Jr.",WVU,33,21.1,3.2,7.2,0.445,1.2,3.5,0.333,1.2,2.1,0.594,0.8,2.1,1.2,1.2,2.5,1.6,1.4,0.1,8.8
Zach Lewis,UMass,33,23,2.8,8.2,0.344,1.3,4.5,0.289,1.8,2.2,0.847,0.9,2.1,0.2,1.4,1.6,1.3,1,0.1,8.8
Austin Wiley,AU,23,18,3.2,5.4,0.584,0,0,0,2.4,5,0.491,1.8,2.6,2.3,2.4,4.7,0.2,0.2,1.3,8.8
Sam Hauser,MU,32,26.5,3,6.4,0.473,2,4.3,0.453,0.8,0.9,0.828,0.7,2.5,0.9,4.1,5,1.3,0.8,0.6,8.8
Hasan Abdullah,USNA,32,28.4,3,8.5,0.349,1.5,4.4,0.343,1.3,2.1,0.652,2.7,2.5,0.7,2.2,2.8,3.3,1.9,0.1,8.8
Pat Birt,TU,32,30,2.7,8.8,0.31,1.6,5.2,0.311,1.7,2.3,0.743,1.4,2.2,0.4,2.2,2.6,1.5,1.1,0.2,8.8
Georgi Boyanov,USA,30,20.7,3.3,6,0.547,0.6,1.4,0.452,1.5,2.7,0.575,1.2,1.5,1.8,2.9,4.8,0.8,0.5,0.2,8.8
D.J. Muepo-Kelly,USA,32,22.6,3.3,6.7,0.502,0,0.1,0,2.1,3.5,0.584,1.3,2.5,1.9,3.1,5,0.9,1.3,1.2,8.8
Levi Bradley,NIU,32,22.5,3.2,7.9,0.411,0.5,1.9,0.25,1.8,2.3,0.77,1,2.5,1,3.2,4.2,0.8,0.4,0.2,8.8
DeAndre Davis,ASU,23,24.6,3.3,6.2,0.538,0.2,0.4,0.444,1.9,3.1,0.597,1.4,2.8,2,3.3,5.3,1,0.7,0.9,8.7
Kobi Simmons,U of A,37,23.5,3,7.6,0.395,0.9,2.6,0.327,1.9,2.4,0.775,1.2,1.9,0.4,1.3,1.6,2,0.6,0.1,8.7
Jack Williams,PAC,32,24.1,3,7.9,0.378,1.6,4,0.391,1.2,1.7,0.685,0.7,2,1.8,4.6,6.3,0.8,0.4,0.3,8.7
Ernie Duncan,UVM,34,28.1,2.8,7.1,0.397,2.2,5.5,0.399,0.9,1,0.829,0.8,0.9,0.3,2,2.4,2.2,0.6,0.1,8.7
Niem Stevenson,TTU,30,21.6,3,6.8,0.443,0.9,2.4,0.375,1.7,2.8,0.612,0.9,1.5,0.7,3.1,3.8,1.5,0.6,0.1,8.7
Aaric Armstead,NIU,32,30.4,2.9,8.7,0.333,0.9,2.9,0.298,2,3,0.667,1.6,2,1.9,3.8,5.8,1.6,1.5,0.6,8.7
Haanif Cheatham,MU,32,25.4,2.9,6.3,0.458,0.4,1.2,0.325,2.5,3.2,0.767,1.6,1.5,0.7,3.2,3.8,2.2,0.7,0.1,8.7
Jamar Hurdle,UWGB,31,17.6,3.6,7.6,0.477,0.5,1.1,0.455,0.9,1.3,0.683,1.4,2.5,1.5,2.5,4,0.5,0.8,0.9,8.7
Joshua Howard,BU,30,20.5,3.3,6.4,0.518,0.2,0.9,0.231,1.8,2.8,0.651,1.2,2.5,1.4,2.8,4.2,0.1,1.2,0.6,8.7
Travin Thibodeaux,UNO,32,28.8,3.3,6.3,0.517,0,0.1,0,2.1,3,0.698,2.9,3.2,2.1,5.2,7.3,3.2,1.5,0.5,8.7
"Corey Henderson, Jr.",TU,32,22.4,2.8,7.6,0.366,1.6,4.7,0.338,1.5,1.8,0.828,1.3,1.3,0.1,0.9,1.1,1.2,0.5,0.1,8.7
Sean Sellers,BSU,34,25.4,2.8,6.4,0.433,2,4.8,0.415,1.1,1.5,0.76,1.1,1.6,0.3,2.6,2.8,1.3,0.5,0.3,8.6
Reggie Agbeko,SLU,33,24.9,3.4,6.3,0.538,0,0,1,1.8,3.4,0.541,2.4,3.1,2,4.8,6.8,0.8,0.3,0.5,8.6
Jarred Dixon,MSU,33,23,3.2,7.9,0.404,0.5,1.6,0.283,1.8,2.2,0.845,1.3,1.9,0.7,1.8,2.5,2,0.8,0.2,8.6
Cazmon Hayes,UD,33,26.8,3,8.4,0.355,0.9,3.4,0.259,1.8,2.6,0.69,1.6,1.5,0.8,2.6,3.3,1.8,0.5,0.7,8.6
George Kiernan,USNA,30,18.9,2.8,6.8,0.407,1.5,4,0.372,1.6,2.1,0.774,1.4,2.9,0.9,2.5,3.4,0.6,0.5,0.4,8.6
Matej Kavas,SEA,27,20.1,3,6.9,0.438,1.6,3.9,0.404,1.1,1.6,0.69,0.9,1.9,0.4,2.5,2.9,0.6,0.2,0.3,8.6
Paul Thomas,UTEP,32,24.8,3.6,6.5,0.551,0,0.1,0,1.5,2.6,0.578,1.6,3.7,1.4,4.7,6.1,1.6,0.7,0.4,8.6
Paulius Satkus,JMU,32,19.4,3.3,5.9,0.556,0.1,0.2,0.375,2,2.5,0.778,1.7,2.6,1.2,2.6,3.8,1,0.3,0.2,8.6
Reggie Gee,ASU,31,22.6,2.8,7.5,0.372,1.3,3.7,0.36,1.7,2.6,0.659,1.4,1.5,0.9,2.6,3.5,0.5,0.5,0.1,8.6
Dererk Pardon,NU,28,30.8,3.6,6,0.611,0,0,0,1.3,2.4,0.544,1.1,2.7,3.2,4.8,8,1.1,0.8,1.8,8.6
Tracy Abrams,U of I,35,24.2,3,7,0.426,1.5,3.6,0.402,1.2,1.7,0.712,1.3,2,0.2,2.7,2.9,2.3,1,0.2,8.6
Donte Thomas,ASU,32,28.2,2.6,7.3,0.361,0.3,1.3,0.262,3,4.9,0.615,2.8,2.5,0.7,3.8,4.5,5.5,0.9,0.2,8.6
Lew Stallworth,UTRGV,32,25.7,2.9,6.6,0.434,0.8,2.4,0.321,2.1,2.9,0.702,2.2,2,0.6,1.8,2.4,3.6,1,0.1,8.6
Josh Treadwell,CSU,32,20.3,2.8,8.1,0.34,1.2,3.7,0.319,1.9,2.4,0.782,1.5,2,0.8,3,3.8,0.6,0.5,0,8.6
Jorge Pacheco-Ortiz,LIB,35,31,2.7,6.5,0.417,1.1,2.9,0.4,2,2.5,0.814,1.1,1.3,0.4,2.8,3.1,2.6,0.8,0,8.6
A.J. Merriweather,ETSU,35,23.6,2.9,5.7,0.513,0.8,1.7,0.467,1.9,2.6,0.756,1.9,2.5,1,2.6,3.6,1.5,1.6,0.1,8.6
Tarin Smith,DUQ,32,28.6,3,7.9,0.383,0.3,1.6,0.212,2.2,3.3,0.651,2.1,1.2,0.5,3,3.5,3.1,1.1,0.3,8.6
Jordan Chatman,BC,32,24.8,2.7,6.5,0.418,1.8,4.3,0.417,1.3,1.4,0.913,1.1,1.7,0.4,1.8,2.2,1.1,0.6,0.2,8.6
Logan McIntosh,UMES,34,30,3,7.3,0.417,0.4,1.4,0.319,2.1,3.2,0.636,2.3,2.3,0.6,2.7,3.4,4.4,0.9,0.1,8.6
Philip Whittington,USCU,33,18,3.6,7.6,0.474,0,0.3,0.091,1.3,2.1,0.623,1.5,2.5,2.2,4,6.2,0.7,0.5,1.1,8.5
Austin Arians,WF,33,22.8,2.8,6.1,0.468,1.8,4.3,0.427,1,1.1,0.892,0.6,2,0.5,1.4,1.9,1.1,0.5,0.1,8.5
John Dawson,LIB,35,28.7,2.8,7.3,0.387,1.4,4.1,0.345,1.5,2,0.739,2,3,0.3,3.9,4.3,2.7,1,0.3,8.5
Nigel Riberio,GSU,30,28.3,3.2,8.2,0.388,0.9,3.1,0.283,1.3,2.1,0.635,1.6,2,0.4,3.2,3.6,2.4,1.6,0.1,8.5
David DiLeo,CMU,32,24.5,2.7,6.9,0.385,2,5.3,0.376,1.2,1.4,0.848,0.6,2.2,1.4,3.7,5,0.7,0.7,0.1,8.5
Dontae Caldwell,UMES,32,25.4,3.3,7.7,0.433,1,3.3,0.305,0.8,1.5,0.551,1.5,2.8,1.4,3.9,5.3,1.4,0.7,0.3,8.5
Bobby Conley,TSU,36,29.9,2.9,7,0.413,1.2,3.8,0.333,1.5,2.3,0.643,1,1.8,0.4,3.4,3.8,2,1,0.2,8.5
Rakim Lubin,CSUN,23,18.2,3.3,6.1,0.532,0,0,0,2,3.3,0.597,2.3,4.2,1.6,3.6,5.2,0.4,0.2,0.3,8.5
Kentan Facey,UConn,33,28.5,3.2,6.6,0.484,0,0.1,0,2.2,3.1,0.703,1.5,2.5,2.5,4.6,7.1,0.6,0.2,1.2,8.5
D'Marques Tyson,UP,33,26.4,2.9,7.2,0.399,2.2,5.2,0.41,0.6,0.7,0.87,0.8,2.4,0.4,2.6,3,0.7,0.4,0.1,8.5
Braun Hartfield,YSU,34,22.6,3.1,6.8,0.457,0.5,1.6,0.304,1.8,2.6,0.674,0.9,1.7,1.4,3.4,4.8,1,0.7,0.5,8.5
Byron Frohnen,UTSA,33,30.2,3.4,7.1,0.472,0.1,0.7,0.087,1.7,3,0.566,1.3,2.3,2.5,4.2,6.7,1.5,0.9,0.3,8.5
James Harvey,MSU,29,24.6,2.8,8.3,0.331,1.9,6.2,0.309,1,1.3,0.789,1.2,1.3,0.3,1.3,1.6,0.7,0.7,0.1,8.5
James Scott,KENN,23,15.4,2.8,6.9,0.409,1,2.7,0.365,1.8,2.7,0.689,1.4,0.8,0.5,1,1.5,1.1,0.5,0.1,8.5
Jorden Kaufman,YSU,34,20.7,3.9,6.8,0.567,0,0,0,0.8,1.6,0.464,1.3,2.5,2.3,4.1,6.4,1,0.4,0.3,8.5
Aric Holman,MSU,32,23.3,3.3,6.6,0.498,0.4,1.5,0.245,1.5,2.3,0.653,1.7,2.5,1.8,4.2,6,0.6,0.7,2,8.5
Josh Cuthbertson,USCU,32,28.1,3.1,6.9,0.45,1.2,3.4,0.345,1,1.4,0.717,1.7,1.8,1.1,2.4,3.6,3.2,0.4,0.1,8.5
Cortez Seales,UND,30,25.7,3.1,7.1,0.441,0.3,0.8,0.417,1.9,2.9,0.644,0.9,1.6,1,2.4,3.4,1.7,0.9,0.4,8.5
Jordan Ashton,UNI,30,33,2.7,6.7,0.408,1.6,3.8,0.43,1.4,1.8,0.774,1.1,1.8,0.5,3,3.5,1.2,0.9,0.2,8.5
Marvin Jones,TSU,35,24.3,2.9,4.9,0.6,0.1,0.5,0.211,2.5,3.2,0.779,0.9,3.3,2,4.8,6.8,0.5,0.6,1.6,8.5
Jalan McCloud,TSU,35,21.2,2.7,6.3,0.419,0.8,2.6,0.297,2.4,2.8,0.847,0.8,1.5,0.6,1.9,2.5,1.1,0.9,0.3,8.5
Malik Benlevi,GSU,33,26.2,2.9,5.8,0.505,1,2.4,0.43,1.5,2.3,0.68,1.1,2.7,1.3,2.9,4.2,1,1.1,0.9,8.5
Marcus Washington,ULM,33,22.4,3.2,7.4,0.439,0.4,1.6,0.25,1.6,2.1,0.754,1.8,2.3,1.2,2.7,3.9,1.9,0.8,0.4,8.5
Kevon Harris,SFA,33,22.2,2.6,5.7,0.45,0.6,1.9,0.333,2.7,3.8,0.704,1.7,1.6,1.5,2.1,3.6,1,0.7,0.5,8.5
Chris Thomas,SUBR,33,23.2,2.9,7,0.414,0.4,1.7,0.255,2.2,3.5,0.624,1.3,2.7,1.9,2.8,4.7,0.8,0.6,0.5,8.5
Joey Frenchwood,LU,34,25.5,3,7.4,0.403,1.2,3.9,0.313,1.2,1.9,0.656,2.4,2.3,0.2,1.6,1.9,4.2,1.6,0.2,8.4
Jordan Bruner,YALE,25,22.4,3.1,6,0.517,0.5,1.6,0.3,1.7,2.6,0.652,1.5,1.9,1.7,3.9,5.6,1.2,0.4,2,8.4
A.J. Turner,BC,32,30.8,3,7.2,0.424,1.5,4.1,0.374,0.8,1.2,0.675,1,1.5,0.6,2.7,3.3,3,0.6,0.2,8.4
Aaron Brennan,IUPUI,32,18.6,3.2,6.3,0.502,0.8,1.8,0.474,1.2,1.7,0.722,0.9,2.4,0.8,2.7,3.5,0.8,0.5,0.3,8.4
Luke Meikle,POLY,30,25.9,3.4,9.2,0.366,1,3.6,0.28,0.7,1.1,0.618,1.2,1.9,0.9,3.5,4.4,0.8,0.6,0.6,8.4
Reggie Lynch,U of M,33,23.1,3.3,6,0.543,0,0,0,1.9,2.9,0.639,1.5,3.4,2.1,4,6.1,0.5,0.5,3.5,8.4
William Magarity,DAV,29,24.4,3.2,6.7,0.474,0.8,3.1,0.256,1.3,1.6,0.804,1.5,3,1.2,3.9,5.1,1,0.3,1.4,8.4
Iziahiah Sweeney,NSU,29,25.8,3,7.7,0.388,0.6,1.9,0.304,1.8,2.7,0.688,1.5,1.8,1.5,2.3,3.8,1.1,1.2,0.5,8.4
Terance Mann,FSU,35,25,3.3,5.7,0.576,0.2,0.7,0.304,1.7,2.5,0.663,1.2,2.3,1.9,2.7,4.5,1.7,1,0.2,8.4
Khadeem Lattin,OU,31,23.8,3,5.9,0.516,0,0,0,2.3,3.2,0.72,1.4,3.5,2.4,3.9,6.3,0.4,1.2,2.1,8.4
Malik Thames,UCR,21,29,2.8,7.9,0.352,1.4,4,0.345,1.5,1.9,0.775,1.6,1.7,0.4,3.3,3.7,2.1,1.3,0.1,8.4
Delano Spencer,TSU,29,22.1,2.7,6.7,0.407,2,5.1,0.395,0.9,1.1,0.871,1,2,0.3,1.7,2,0.7,0.6,0,8.4
Derail Green,UNT,30,24.8,2.8,6.6,0.417,1.9,4.8,0.389,1,1.2,0.784,1.2,3,0.5,2.3,2.8,0.9,0.5,0.3,8.4
Dominic Robb,NU,33,25.6,3.4,7.3,0.461,0,0,0,1.6,2.5,0.643,1.2,3.2,2.2,4.1,6.3,0.7,0.2,2.2,8.4
Drew Charles,UTA,36,23.1,2.8,6.7,0.413,2,5.2,0.383,0.8,1.1,0.725,0.7,2.2,0.7,1.7,2.4,1.3,0.6,0,8.4
Devon Hall,UVA,34,27.4,2.9,7.2,0.408,0.9,2.5,0.372,1.5,2,0.776,1,1.9,0.6,3.7,4.4,1.9,0.5,0.1,8.4
Aaron Anderson,ORU,26,29.3,2.7,5.4,0.493,0.6,1.6,0.381,2.4,3,0.808,2,2.5,1.7,4,5.6,3.6,1,0.1,8.3
Matija Milin,FU,29,24.1,3.4,7.1,0.483,1,3.1,0.322,0.5,0.9,0.577,1.3,2.5,1.1,3,4.1,0.9,0.5,0.3,8.3
Jarron Cumberland,UC,35,19.1,2.8,5.7,0.493,1.1,3.1,0.355,1.6,2.5,0.644,1,1.8,1,1.4,2.4,1.5,1,0.3,8.3
De'Anthony Melton,USC,36,27,2.8,6.4,0.437,0.6,2.1,0.284,2.1,3,0.706,1.8,2.2,1.4,3.3,4.7,3.5,1.9,1,8.3
Klint Carlson,UNI,30,33.1,3.2,8.2,0.389,0.8,3.2,0.253,1.1,1.6,0.723,1.5,1.8,0.8,4.1,4.9,2.1,0.7,0.1,8.3
Torlorf Thomas,ASU,31,30.2,2.5,7.8,0.315,1.5,4.6,0.329,1.9,2.5,0.766,2.3,2.1,0.5,2.1,2.6,2.5,0.5,0.1,8.3
Hanner Mosquera-Perea,ETSU,35,21.9,3,5.2,0.582,0,0,0,2.3,4,0.56,1.3,2.6,1.6,3.1,4.7,0.7,0.7,1.2,8.3
Shane Rector,USU,29,22.4,2.7,6.2,0.439,0.8,2.3,0.338,2.1,3,0.69,1.8,1.9,0.2,1.9,2.1,2.3,1,0.3,8.3
Rodney Elliott,UMBC,26,19.5,2.6,5.7,0.463,1.3,3.3,0.407,1.7,2.5,0.692,1.2,2.3,0.5,1.3,1.9,1.5,0.5,0,8.3
Zak Showalter,UW,37,29.5,2.9,5.8,0.5,1.3,3.3,0.398,1.2,1.4,0.83,1.1,2.7,0.8,2.1,2.9,1.8,1.5,0.3,8.3
Joe Rahon,SMC,34,36.4,3.1,7.2,0.424,1.1,2.9,0.36,1.1,1.5,0.731,1.7,1.9,0.4,3.3,3.7,5.6,1.1,0.3,8.3
Jordan Lauf,U of T,34,33.6,2.9,4.9,0.59,0.7,1.8,0.393,1.8,2.6,0.689,0.9,2.7,2.2,4,6.2,1.9,1,0.1,8.3
Jonathan Williams,VCU,34,24.1,3.2,7.2,0.449,0,0.5,0.059,1.8,2.5,0.726,1.4,1.4,0.1,2.1,2.2,3.1,0.6,0.2,8.3
A.J. Davis,UCF,31,32.6,2.5,6.9,0.362,0.5,2.1,0.266,2.8,4,0.688,2.4,2.7,1.4,5.6,7,2.4,0.9,0.3,8.3
Marcus Derrickson,GU,28,23.8,2.7,6.3,0.432,1.1,3.3,0.344,1.7,2.1,0.828,1.3,3,1.2,3.2,4.4,1.4,0.4,0.6,8.3
Ben Richardson,L-IL,32,31.8,2.9,6.6,0.443,1.6,3.8,0.423,0.8,1.3,0.659,1.2,2.7,0.3,2.6,2.9,2.9,1.2,0.3,8.3
Amadou Sidibe,FU,29,22.8,3.4,5.9,0.579,0,0,0,1.4,2.5,0.575,1.7,3,2.7,6.6,9.3,1.3,0.5,0.4,8.3
Dakarai Allen,SDSU,33,28.2,3.1,5.9,0.526,0.4,1.4,0.277,1.7,2.6,0.651,1.6,2.9,1.3,2.9,4.2,1.4,1.3,0.8,8.3
Stefan Jovanovic,LMU,30,20.3,3.5,6.8,0.522,0,0.3,0,1.2,1.7,0.706,1.2,2.9,2.1,2.5,4.6,0.9,0.4,0.9,8.3
Drick Bernstine,UND,31,27.7,3.5,6.6,0.532,0,0.2,0.2,1.2,2.2,0.552,1.9,2.9,1.7,5.8,7.5,2.5,0.9,0.5,8.3
Skylar Mays,LSU,31,22.9,2.7,6.5,0.411,0.7,2.1,0.328,2.2,2.7,0.812,2.2,1.8,0.5,1.7,2.2,3.6,1.3,0.1,8.3
Darnell Foreman,PENN,28,28.6,3,7.4,0.403,0.8,2.5,0.333,1.5,2.1,0.7,1.7,2.5,0.4,3,3.4,3.4,0.8,0.1,8.2
Shaq Calhoun,USA,32,22.4,2.7,8.3,0.322,1.2,4.8,0.261,1.6,2.2,0.754,1.2,3.1,0.5,1.9,2.3,1,1.4,0.1,8.2
Ramel Thompkins,USCU,33,27.1,2.8,6.7,0.427,1.8,4.9,0.368,0.7,1.1,0.667,1.1,1.5,1.2,3.6,4.8,1.7,0.7,0.6,8.2
Arkadiy Mkrtychyan,U of I,33,20.6,3.1,6,0.523,0.1,0.4,0.308,1.9,2.9,0.653,1.1,2.6,1.3,3,4.3,0.9,0.4,0.3,8.2
Giovanni De Nicolao,UTSA,33,27.2,3,9.4,0.323,0.7,2.7,0.261,1.5,2.2,0.671,2.4,3.4,0.2,2.4,2.6,3.3,1.7,0.1,8.2
Christian Cunningham,JSU,34,26.7,3.4,5.6,0.613,0,0,0,1.4,2.2,0.605,1.4,2.9,2.9,5.1,8.1,1.1,0.6,1.7,8.2
Atif Russell,HBU,26,16.9,3,6.2,0.488,0.5,1.8,0.277,1.7,2.8,0.581,1.6,1.8,1.2,2,3.3,1.3,0.7,0.2,8.2
Ambrose Mosley,UNCW,35,24.6,2.8,6.3,0.446,2.1,5.1,0.418,0.5,0.6,0.727,0.6,2.3,1,1.9,2.9,1.2,0.7,0.1,8.2
Lamonte Turner,UT,32,20.7,2.4,6.7,0.355,1.3,3.9,0.328,2.2,2.8,0.769,1.7,2.1,0.3,2.2,2.5,2.7,0.6,0.2,8.2
Admiral Schofield,UT,28,19,2.8,6.1,0.453,0.8,1.9,0.389,1.9,2.4,0.779,1.1,2.3,0.9,3.5,4.4,0.8,0.3,0.2,8.2
Dalan Ancrum,WIU,28,21.6,2.8,6.5,0.421,1.1,2.1,0.517,1.6,1.8,0.882,1.5,1.7,0.8,2.3,3.1,1,0.4,0.4,8.2
Derric Jean,LTU,33,28.5,2.6,7.1,0.363,1,3.2,0.327,2,2.7,0.744,1.9,2.3,0.9,1.8,2.7,3.3,1.1,0.4,8.2
Josh Nzeakor,LU,34,20.7,3.3,5.6,0.583,0,0,0,1.6,3,0.545,1.6,2.4,2,2.9,4.9,0.6,0.4,0.7,8.2
Jon Axel Gudmundsson,DAV,31,31.8,2.6,6.4,0.411,1.2,3.6,0.327,1.8,2.4,0.733,1.7,2.6,0.8,3.2,4,3.5,1.1,0.1,8.2
Nathan Knight,W&M,31,17.2,3.1,5.4,0.578,0.1,0.4,0.167,1.9,3.3,0.594,1,2.8,1.4,3,4.4,1.1,0.4,1.3,8.2
T.J. Dunans,AU,31,24.3,3.4,8.7,0.387,0.5,2.3,0.208,0.9,1.7,0.547,2.3,2.1,0.5,3,3.5,2.5,1,0.7,8.2
Xeyrius Williams,DAY,32,22.8,2.9,6,0.484,1.2,2.9,0.415,1.2,1.5,0.787,1.1,2.5,1.6,3.2,4.8,1,0.6,1.1,8.2
Jordan Ratinho,USF,32,24.6,3,6.7,0.446,1.7,4.1,0.423,0.5,0.8,0.68,0.9,2.2,0.4,2.3,2.7,1,0.8,0.1,8.2
JoJo Cooper,WC,27,31.7,2.5,7.3,0.345,0.7,2.9,0.256,2.4,3.6,0.663,2.7,2.3,1,4,5,3.6,1.1,0,8.2
Tanksley Efianayi,UCF,34,24.6,2.7,6.8,0.396,0.8,2.5,0.326,2,2.7,0.731,1.8,1.5,0.8,2.7,3.5,1.3,0.5,0.1,8.2
Josh Sharkey,SU,36,22.5,2.3,5.6,0.413,0.3,1.3,0.217,3.3,4.6,0.72,2.7,2.7,0.4,1.5,1.9,4.2,2,0.1,8.2
Jailyn Ingram,FAU,30,24.1,3.4,7.9,0.432,0.2,1,0.207,1.2,1.9,0.625,1.4,2,0.9,3.3,4.2,1.3,0.6,0.3,8.2
Federico Mussini,STJ,30,19.2,2.6,6.3,0.41,1.9,4.4,0.427,1.2,1.4,0.854,1,1.2,0.2,1.5,1.7,0.9,0.6,0,8.2
Brandon Anderson,BU,30,22.9,2.5,6.1,0.402,0.6,2.4,0.264,2.6,3.5,0.743,2.1,2.5,0.2,1.4,1.6,1.8,1.3,0,8.2
J.J. Richardson,SCSU,30,18.4,3.2,8.1,0.391,1,3.4,0.304,0.8,1.3,0.615,1.8,1.8,0.6,1.2,1.8,1.3,0.7,0.3,8.2
Marcus Allen,SU,31,26.9,3.1,7.3,0.427,0.4,1.8,0.2,1.6,2.5,0.641,1.6,2,0.4,1.9,2.3,2,1.3,0.1,8.2
